statut,NCTId,eudraCT,completion_year,clinical_trial_title,acronym,results_1y,results_3y,results
🟥,NCT04153331,,2020,Burden of Influenza at Emergency Department Level : BIED,BIED,False,False,False
🟥,NCT03045016,,2020,Preliminary Study About the Efficacy of an α1 Blocker (Prazosin) in Preventing the Occurrence of Post-traumatic Stress Disorder (PTSD) in Patients With Acute Stress,PRAZOSTRESS,False,False,False
🟥,NCT03488082,,2020,Coupling Between Saccadic Adaptation and Visuospatial Perception Process: MRI Study in Humans,,False,False,False
🟥,NCT01811134,,2020,Multicenter Randomized Study for Medico-economic Evaluation of Embolization With Flow Diverter Stent in the Endovascular Treatment of Unruptured Saccular Wide-necked Intracranial Aneurysms,EVIDENCE,False,False,False
🟥,NCT03094260,,2020,Interest of Light Therapy in the Treatment of Binge Eating Disorder: Prospective Controlled Randomized Double-blind Trial,,False,False,False
🟥,NCT02748915,,2020,Estimation of Perceptual Levels Used in Cochlear Implant Fitting Based on Electrophysiological Measures,ENPICME,False,False,False
🟥,NCT03483233,,2020,Neural Bases of the Check Process,Check,False,False,False
🟥,NCT02679846,,2020,Safety of Antiepileptic Withdrawal in Long Term Video-EEG Monitoring,SAVE,False,False,False
🟩,NCT02791997,,2020,"Consequences of a Brain Lesion or of Migraine on Auditory Processing: Attention, Memory and Emotion",,True,True,True
🟥,NCT03382301,,2020,Impact of a Ciclosporin A Preconditioning for Prevention of Ischemia-reperfusion Injury After Renal Artery Stenosis Dilation,CicloSAAR,False,False,False
🟥,NCT02621437,,2020,"Study of the Impact of Osteopathic Care, Complementary Therapy to Standard Care, on Pain in Patients With Breast Cancer Surgery",IPOD,False,False,False
🟧,NCT04538612,,2020,DiCART TM Device for Capillary Refill Time Measurement : a Validation Study.,DICART-VS,False,True,True
🟩,NCT02361515,,2020,Moderate Hypofractionated Radiotherapy (62 Gy in 20 Fractions of 3.1 Gy) Versus Stereotactic Radiotherapy (37.5 Gy in 5 Fractions of 7.5 Gy) With Hyaluronic Acid Injection Between the Prostate and the Rectum for Prostate Cancer of Low- to Intermediate Risk; RPAH2,RPAH2,True,True,True
🟥,NCT03418220,,2020,Comparison of Cytokine Profiles in Aqueous Humor of Patients With Age Related Macular Degeneration (AMD),,False,False,False
🟥,,2014-004707-67,2021,REDUCTION BY PASIREOTIDE OF THE EFFLUENT VOLUME IN HIGH-OUTPUT ENTEROSTOMY IN PATIENTS REFRACTORY TO USUAL MEDICAL TREATMENT: PHASE II MULTICENTRIC RANDOMIZED DOUBLE BLIND PLACEBO CONTROLLED STUDY,SOMILEO,False,False,False
🟥,NCT03977896,,2021,Pilot Study to Evaluate the Feasibility of Hybrid Brain Imaging 11C-MET PET/MRI of Posterior Brain Fossa Tumors in Children,TI-TFCE,False,False,False
🟥,NCT03870009,,2021,Validation of a Semi-automatized Method to Detect Cyclic Hyperinflation on CT-scan in ARDS,CT4-ARDS,False,False,False
🟥,NCT04925336,,2021,Study of Cortical Cerebral Response and Neurovegetative Response to a Nociceptive Stimulus Among Healthy Volunteers,ALGOBLOC-1,False,False,False
🟩,NCT03135769,,2021,A Phase II Trial of Avelumab in Chemo-resistant Gestational Trophoblastic Neoplasias (GTN),TROPHIMMUN,True,True,True
🟥,NCT03250793,,2021,Physiologic Pilot Study: Work of Breathing Description in Neonates With Congenital Diaphragmatic Hernia in Post-surgical Period Alternatively in Conventional Ventilation (Pressure Controlled) and in NAVA (Neurally Adjusted Ventilatory Assist) Ventilation.,NAVA-DIAPH,False,False,False
🟥,NCT04637867,,2021,Multicentre Study on Nosocomial Transmission of SARS-CoV-2 Virus: an Ancillary Study,,False,False,False
🟥,NCT02800434,,2021,Clinical Evaluation of Bilateral Hand Allograft: Pilot Study of 7 Cases,,False,False,False
🟥,NCT04127149,,2021,Pragmatic Evaluation of Ultra-portable Ultrasound for a List of Indications in General Practice,EPEMedG,False,False,False
🟥,NCT03347331,,2021,"First-in-man Study of [18F]-F13640, a PET Radiopharmaceutical for Functional 5-HT1A Receptor Imaging",F13640,False,False,False
🟥,,2018-000393-29,2021,Dulaglutide And Insulin MicrosecretiON in type I Diabetes - DIAMOND,DIAMOND,False,False,False
🟥,NCT01632930,,2021,Medical Economics of Urinary PCA3 Test for Prostate Cancer Diagnosis,,False,False,False
🟥,NCT04097236,,2021,Diagnostic Performance of the Ultrasound Examination of the Antrum to Detect a Full Stomach According to the Position of the Patient,POSIGAST,False,False,False
🟥,NCT03561870,,2021,A Phase II Study of Olaparib in Recurrent IDH-mutant High Grade Gliomas OLAGLI,OLAGLI,False,False,False
🟥,NCT04449913,,2021,Study of the Longitudinal Changes in Perception and Cognition Occurring During a Meditation Retreat,LONGIMED,False,False,False
🟥,NCT03963206,,2021,"CLERANCE HCC, Cabozantinib toLERANCE Study in HepatoCellular Carcinoma",CLERANCE,False,False,False
🟥,NCT01817504,,2021,Interest of Systematic Transplantectomy Versus Conventional Care After Kidney Graft Failure,DESYRE,False,False,False
🟥,NCT03552068,,2021,Study of Clonidine Efficacy for the Treatment of Impulse Control Disorders in Parkinson's Disease: A Pilot Double Blind Randomized Trial,ID-CLO,False,False,False
🟥,NCT02558504,,2021,Clinical and Medico-economic Evaluation of Radiofrequency Ablation Versus Oesophagectomy in the Treatment of High Grade Dysplasia in Barrett's Oesophagus,HARMONI,False,False,False
🟥,NCT03225365,,2021,Immune Modulation Study in Patients With Metastatic Melanoma Treated With a First Line Therapy of Nivolumab +/- Ipilimumab (IMMUNONIVO/MelpredictPD1).,IMMUNONIVO,False,False,False
🟥,NCT04466787,,2021,Comparison of Spectral Photon Counting CT (SPCCT) With Dual Energy CT (DECT) and Magnetic Resonance Imaging (MRI) for Plaque and Lumen Carotid Arteries Evaluation.,CAPL,False,False,False
🟥,NCT02811250,,2021,Stereotactic Radiotherapy for Renal Cancers: Phase I Study,RSR-1,False,False,False
🟥,NCT04706039,,2021,Rapid Diagnosis of COVID-19 by Chemical Analysis of Exhaled Air,COVIDAIR,False,False,False
🟥,NCT03877211,,2021,Impact of Channel Interaction on Cochlear Implant Performances in Noise : Influence of the Number of Maxima.,2IPIC,False,False,False
🟩,NCT02847871,,2021,"Prevention of Loss of Mobility From a Care Pathway Focused on Exercise and Nutrition in Elderly Patients Over 70 Years, in Primary Care. Cluster Randomized Controlled Trial",PRISME-3P,True,True,True
🟥,NCT03125421,,2021,A Nursing Strategy to Prevent Pressure Sores in the Prone Position in ARDS Patients. A Multicenter Controlled Prospective Stepped Wedge Trial,PSA,False,False,False
🟥,NCT02713776,,2021,Reduction by Pasireotide of the Effluent Volume in High-output Enterostomy in Patients Refractory to Usual Medical Treatment : Phase II Multicentric Randomized Double Bland Placebo Controlled Study,SOMILEO,False,False,False
🟥,NCT04218942,,2021,Interest of Rocamed Urethral Device for Treatment of Acute or Chronic Urinary Retention in Males,RUD,False,False,False
🟥,NCT03706170,,2021,Emotion Assessment to Study Consciousness in Awakening Patients,EmotiCones,False,False,False
🟥,NCT03872999,,2021,Developing a Multi-scale Account of Attentional Control as the Constraining Interface Between Vision and Action (MAC-Brain).,MACBRAIN,False,False,False
🟥,NCT03668470,,2021,Dulaglutide and Insulin MicrosecretiON in Type 1 Diabetes : A Randomized Double-blind Placebo-controlled Trial,DIAMOND GLP1,False,False,False
🟥,NCT03490682,,2021,Effect of Labour on the Gastric Emptying of a Light Meal,VGObstetric,False,False,False
🟧,NCT02631759,,2021,Prevention of Epileptic Seizures in Acute intraCerebral Haemorrhage,PEACH,False,True,True
🟥,NCT04108052,,2021,Diagnostic Value of Ultra-low Dose Thoracic Scanner for the Pulmonary Arteriovenous Malformation Detection in HHT Patient,ULD OSLER,False,False,False
🟥,NCT03371602,,2021,Study of the Combined Influence of Sepsis and Mechanical Ventilation on the Human Diaphragm,SEPTIC,False,False,False
🟥,NCT04269603,,2021,Normal Values and Quality Assessment of Light Transmission Aggregometry (LTA) Using Aggregometer TA-8V (Stago®),NORMAGREG,False,False,False
🟥,NCT03886818,,2021,Evaluation of the Efficacy of Negative Pressure Wound Therapy on Incisional Wound Healing After a Total Ankle Arthroplasty: a Randomized Study.,PICO-PTC,False,False,False
🟩,NCT03156816,,2021,"COlchicine for Left VEntricular Remodeling Treatment in Acute Myocardial Infarction, a Phase II, Multicenter, Randomized, Double Blinded, Placebo Controlled Clinical Trial",COVERT-MI,True,True,True
🟥,NCT04768309,,2021,Assessment of the Production of Uremic Toxins by the Gut Microbiota of Patients With Chronic Kidney Disease: in Vitro Test,GUTCOL,False,False,False
🟥,NCT02012114,,2021,A Cohort of Patients With Cystinosis : Compliance to Cysteamine and Neurological Complications,Crystobs,False,False,False
🟥,NCT04228692,,2022,Evaluation of the Benefits of Percutaneous Posterior Tibial Nerve Stimulation in Post-operative Voiding Dysfunction After Deep Endometriosis Surgery,,False,False,False
🟥,NCT04183348,,2022,Evaluation of the Effect of a Visio-Hearing Training Protocol on Spatial Hearing in Subjects With Hearing Loss,EVA,False,False,False
🟥,NCT03550573,,2022,3D Non-invasive Myocardial Electrical Propagation Mapping as a New Tool to Predict Sudden Death Risk in Patients With Hypertrophic Cardiomyopathy: A Pilot Study,3D-CMH,False,False,False
🟥,,2012-004509-29,2022,"Antidepressant treatments during pregnancy and lactation: prediction of drug exposure through breastfeeding and evaluation of drug effect on the neonatal adaptation and the development of the young child 
 
 
 Traitements antidépresseurs durant la grossesse et l'allaitement: prédiction de l'exposition au-travers du lait maternel et évaluation des effets sur l'adaptation néonatale et le développement du petit enfant","SSRI Milk 
 
 
 SSRI Milk",False,False,False
🟥,NCT02602691,,2022,Cost-utility Analysis of the AlloMap® Test for the Monitoring of Patients After Heart Transplantation,CUPIDON,False,False,False
🟥,NCT03661073,,2022,Comprehensive Assessment of Motor Imagery Ability After Stroke,AVCIM,False,False,False
🟥,,2017-004969-27,2022,"A multicenter randomized open-label trial comparing the efficacy and safety of Infliximab versus Cyclophosphamide in Subjects with Idiopathic Refractory Scleritis  CIRIS: Cyclophosphamide vs. Infliximab for Refractory Idiopathic Scleritis 
 
 
 Etude multicentrique randomisée en ouvert, comparant l'efficacité et la sécurité de l'infliximab versus le cyclophosphamide chez les sujets atteints de sclérite idiopathique réfractaire. (CIRIS: Cyclophosphamide vs Infliximab for Refractory Idiopathic Scleritis)","CIRIS 
 
 
 CIRIS",False,False,False
🟩,NCT02823860,,2022,Clinical and Biological Digestive Peritoneal Carcinomatosis Data Base From the French National Network of Peritoneal Surface Malignancies,BIG-RENAPE,True,True,True
🟥,NCT04376476,,2022,Host-pathogen Interactions During Paediatric and Adult SARS-CoV-2 Infection (COVID-19),HPI-COVID-19,False,False,False
🟩,NCT02744989,,2022,STIM'ZO : Examining tDCS as an add-on Treatment for Persistent Symptoms in Schizophrenia (SCH),STIM'ZO,True,True,True
🟥,,2013-004974-82,2022,"PETALS study : PEgylated interferon-alpha2a and TAsigna® for first Line therapy of Philadelphia chromosome-positive chronic phase CML patientS 
 
 
 Etude randomisée de phase III, comparant le taux de réponse moléculaire 4.5 à 12 mois chez des patients atteints de leucémie myéloïde chronique en phase chronique (LMC PC), de novo, chromosome Philadelphie positive, traités par nilotinib 600mg par jour versus nilotinib 600mg par jour plus Interféron-alpha 2a pégylé (PEG-IFN) Protocole PETALS  PEgylated interferon-alpha2a and TAsigna® for first Line therapy of chronic phase CML patientS","PETALS 
 
 
 PETALS",False,False,False
🟥,NCT04119388,,2022,Evaluation of the Benefits of Adaptive Physical Activity in Children and Adolescents With Osteogenesis Imperfecta,MOVE-OI,False,False,False
🟩,NCT03156946,,2022,Breastfeeding Peer Counselling for Mothers of Preterm Neonates: a Stepped- Wedge Cluster Randomized Controlled Trial,ALAIS,True,True,True
🟥,NCT04226118,,2022,Efficacy of an Infrared Visualization Technique for the Identification of the Peripheral Venous Access Site in Patients With Cystic Fibrosis Aged 12 Years and Older,MUCOVEINE,False,False,False
🟥,NCT04216641,,2022,Impact of a Food Improvement Strategy on Their Appreciation in a Population of Cancer Patients Treated With Chemotherapy,CANUT-1,False,False,False
🟥,NCT03596684,,2022,Citrulline Efficacy to Improve Carbohydrate Metabolism Abnormalities in the Patient Treated With High Doses of Statin,STATIMPROVE,False,False,False
🟩,NCT04053166,,2022,Effect of an Individualized Home-based Physical Activity Trial on Carotid Plaque Vulnerability for Asymptomatic Patients,PACAPh,True,True,True
🟥,NCT04268615,,2022,Covert Saccade Triggers in Bilateral Vestibular Hypofunction,CS-TRIGGER,False,False,False
🟥,NCT03419000,,2022,Circulating microRNAs as Biomarkers of RESPIratory Dysfunction in Patients With Refractory epilePSY,MIRESPILEPSY,False,False,False
🟥,NCT03929289,,2022,The Visuo-attentional Mediator of Social Facilitation,VAMOS,False,False,False
🟥,NCT04190706,,2022,Synergistic Innovative Functional Food Concepts to Neutralize Inflammation for Cardiometabolic Risk Prevention.,SINFONI,False,False,False
🟩,NCT03426943,,2022,Endotoxins and Cytokines Removal During Continuous Hemofiltration With oXiris™,ECRO,True,True,True
🟥,NCT04451785,,2022,"Relationships Between Hemolysis, Erythrosis, Circulating Microparticles and Vascular Function in Patients With Hereditary Spherocytosis",VASCUSPHERO,False,False,False
🟥,NCT04419077,,2022,Interest of Virtual Reality to Prevent Cancer Patient Anxiety Before Chemotherapy or an Invasive Act,REV,False,False,False
🟥,NCT05079945,,2022,Tractography and Diffusion Tensor Imaging of the Human Spinal Cord in Healthy Subjects : Anatomical Atlas,TRACTOCORD,False,False,False
🟥,NCT02552628,,2022,DEEP BRAIN STIMULATION FOR SEVERE DYSTONIA ASSOCIATED WITH WILSON'S DISEASE. A Prospective Multicenter Meta-analysis of Nof1 Trials,WILSTIM DBS,False,False,False
🟥,NCT04009733,,2022,Epigenetic Regulation of Osteogenesis Imperfecta Severity : miROI Study,miROI,False,False,False
🟥,NCT03231995,,2022,Prospective Multicentre Study to Determine Respiratory Microbiome Biomarkers for the Prognostic of Clinical Course of Influenza in Children,BMIG,False,False,False
🟥,NCT03469193,,2022,"Evaluation Protocol of the Installation of Knee Unicompartmental Prosthesis (Journey (Smith & Nephew)) With Mechanical Ancillary Versus Robotic Assisted (Navio System). Prospective, Monocentric, Randomized, Open Label Study.",PUC NAVIO,False,False,False
🟥,NCT03970915,,2022,Evaluation of Warm-up Efficiency by Body Warmer Versus Standard Procedure in Severely Traumatized Patients During Pre-hospital Medical Management,THERMOTRAUMA,False,False,False
🟥,NCT05033223,,2022,Psycho-traumatic Consequences of the COVID-19 Health Crisis Among Professionals in Emergency Services and SAMU: Multicenter Cohort Study (COVid in EmeRgency PROfessionnals Long Term),COVER PRO LT,False,False,False
🟩,NCT03217097,,2022,MGMT-NET: O6-methylguanine-DNA Methyltransferase (MGMT) Status in Neuroendocrine Tumors: Predictive Factor of Response to Alkylating Agents,MGMT-NET,True,True,True
🟥,NCT04649788,,2022,Prospective Randomized Comparison of Efficacy and Safety of Ultrasound-guided Axillary Vein Access Versus Cephalic Venous Cutdown for Implantation of Cardiac Electronic Devices,,False,False,False
🟥,NCT02853214,,2023,Identification of Genetic Factors Predisposing to Dysglobulinemia,PreFamDys,False,False,False
🟥,NCT05472519,,2023,Immunopathology of Loeys-Dietz Syndrome,I-LoDiS,False,False,False
🟥,NCT03307824,,2023,A Multicenter Randomized Study on Operative Time When Using IFABOND™ Synthetic Glue in Laparoscopic Sacrocolpopexy,Procolle 2,False,False,False
🟩,NCT03659773,,2023,"A Prospective Cohort Study of Efficacy, Safety and Characterization of Immune Response to Vaccinations in Hematopoietic Stem Cell Transplant Recipients",VaccHemInf,True,True,True
🟥,NCT04333017,,2023,Percutaneous Radiofrequency Ablation of Parietal Endometriosis : a Pilot Study (PRFA),PRFA,False,False,False
🟩,NCT03659123,,2023,"Prehabilitation & Rehabilitation in Oncogeriatrics: Adaptation to Deconditioning Risk and Accompaniment of Patients' With Cancer, a Multicenter Pilot Study",PROADAPT,True,True,True
🟥,NCT05027490,,2023,"Impact of a Nutritional, Sensory and Culinary Support on the Improvement of the Quality of Life Related to Meals in Patients With Cancer Cancer Patients Treated With Chemotherapy",CANUT-2,False,False,False
🟥,NCT04461899,,2023,Changes in Serum antimüllerian Hormone Levels in Patients 3 and 12 Months After Endometrioma Sclerotherapy,ENDOPAL AMH,False,False,False
🟥,NCT03423017,,2023,Brainstem Dysfunction Involvement in the Pathogenesis of Pierre Robin Sequence,DYSROBIN,False,False,False
🟥,NCT05847998,,2023,Second Generation DICART Prototype Validation for Patients With Acute Circulatory Failure,DICART II,False,False,False
🟥,NCT03107403,,2023,Investigation of the Links Between Waking-life and Dream Content in the Case of the Death of a Close Relative,DreamDeath,False,False,False
🟥,NCT02861846,,2023,Predictive Value of Biomarkers of the Alzheimer's Disease (AD) in Elderly Patients With New-onset Epilepsy,BIOMALEPSIE,False,False,False
🟥,NCT03929523,,2023,"End-ischemic Hypothermic Oxygenated Perfusion for Extended Criteria Donors in Liver Transplantation - A Multicenter, Randomized Controlled Trial",HOPExt,False,False,False
🟥,NCT05272917,,2023,SOMESThesia in Patients With Head and Neck Cancer: Variability and Influence on the ALIMentation Experience,SOMEST'ALIM,False,False,False
🟥,NCT04983654,,2023,Functional and Mechanistic Characterization of Limb Ulcers in Patients With Sickle Cell Disease,DrepanO2,False,False,False
🟥,NCT05632484,,2023,"Genotype Expression and Phenotype of Endothelial Cells, Carrying an ACVRL1, ENG or SMAD4 Mutation, in Response to BMP9 for the Identification of New Therapeutic Targets in Hereditary Haemorrhagic Telangiectasia",CAERO,False,False,False
🟥,NCT05590078,,2023,Evaluation of Interest of LUMEEN Virtual Reality Headset to Reduce Preoperative Anxiety in AMBulatory Surgery,AMBLUMEEN,False,False,False
🟥,NCT02824185,,2023,Potential Interest of Combined Fluorocholine Positron Emission Tomography and Magnetic Resonance Imaging (FCH-PET/MRI) for the Selection of Patients Proposed for Curative Treatment of a Hepatocellular Carcinoma,TOMIC,False,False,False
🟥,NCT04490785,,2023,Characterization of Postoperative Myocardial Lesions by Cardiac MRI and Anatomo-biological Correlations With Serum Troponin in Cardiac Surgery.,MITEC,False,False,False
🟥,NCT03157102,,2023,High Flow Nasal Cannula Versus Standard Oxygen Therapy in Children With Status Asthmaticus: a Randomized Controlled Trial,CANULASTHM,False,False,False
🟩,NCT04801784,,2023,Hemodynamic-guided Fluid Balance Neutralization During Continuous Renal Replacement Therapy in Critically Ill Patients: the GO NEUTRAL Randomized Controlled Multi-center Study,GO-NEUTRAL,True,True,True
🟧,NCT03954782,2019-002593-31,2023,"Efficacy of Nintedanib Per os as a Treatment for Epistaxis in HHT Disease. A National, Randomized, Multicentre Phase II Study",EPICURE,False,True,True
🟥,NCT04739176,,2023,Evaluation of the Therapeutic Benefit of Rehabilitation With Computerized Mirror Therapy for Patients Suffering From Motor Neurological Disorder (FND) of the Upper Limb.,FND-mirror,False,False,False
🟥,NCT03070496,,2023,CoHort of Patients to Identify Biological and Imaging markerS of CardiovascUlar Outcomes in ST Elevation Myocardial Infarction,HIBISCUS-STEMI,False,False,False
🟥,NCT05236075,,2023,Assessment of Tolerance to the Treatment of Obstructive Sleep Apnea by Shear Wave Inducer Collar,ET-SAOS-OC,False,False,False
🟥,NCT04585503,,2023,"Feasibility Study of Cortical Recording Depolarizations in Brain-injured Patients, and Their Use as Biomarkers of New Lesions.",SD-ICU,False,False,False
🟥,NCT03861117,,2023,Impact of the Combination of Pressure Support and Positive End Expiratory Pressure During Spontaneous Breathing Trial Versus T-piece on the Time to Successful Extubation,SBT-ICU,False,False,False
🟥,NCT05527379,,2023,Interest of Virtual Reality to Reduce Patient Anxiety During the Placement of a Percutaneous Implantable Port Catheter,RV-CIP,False,False,False
🟥,NCT02820857,,2024,Assessment of the Efficacy of Bevacizumab in Combination With Folfiri as Second-line Treatment After the Failure of the Cisplatin (or Carboplatin)-Etoposide Combination in Patients Suffering From an Advanced Inoperable Poorly Differentiated Neuroendocrine Carcinoma of an Unknown or Gastroentero-pancreatic Primary Cancer. A Phase 2 Non-comparative Randomized Study,BEVANEC,False,False,False
🟥,NCT02567201,,2024,,EVA,False,False,False
🟥,NCT05561283,,2024,Evaluation of the Satisfaction and Relevance of Leadership Training for Residents - START Study,START,False,False,False
🟥,NCT02797314,,2024,Comparison of Bone Quality in Type 2 Diabetic Patients With a Non-diabetic Control Population,DIABONE,False,False,False
🟩,NCT04495608,,2024,"Multicenter, Double-blind, Placebo-controlled Study to Evaluate the Efficacy and Safety of Fluconazole in Hypercalcicuric Patients With Increased 1.25(OH) 2D Levels",FLUCOLITH,True,True,True
🟥,NCT05574816,,2024,Evaluation of the Diagnostic Performance of a Bra Prototype to Detect Breast Cancer,Phi-Bra,False,False,False
🟥,NCT04814628,,2024,Contribution of Transnasal Humidified Rapid-insufflation Ventilatory Exchange (THRIVE) to Optimize Maternal Pre-oxygenation and Anaesthetic Preparation Time for General Anaesthesia for Urgent Caesarean Section A Prospective Experimental Study on Healthy Volunteers.,PREOXCE,False,False,False
🟥,NCT05668663,,2024,Hypovitaminosis C Prevalence and Risk Factors in an Acute Geriatric Unit,HYPO-VIT-C,False,False,False
🟥,NCT06079268,,2024,Assessment of the Diagnostic Performance of Qualitative Ultrasound Assessment of Gastric Contents for the Detection of Gastric Fluid Volume ≥ 1.25 ml/kg in Children,QUALIGASTR,False,False,False
🟥,NCT05060939,,2024,Characterization of the Viral Genome and Humoral Immune Response in COVID-19 Vaccinated Patients With SARS-CoV-2 Infection,COVID-IVAC,False,False,False
🟥,,2016-001305-16,2024,"Assessment of the efficacy of bevacizumab in combination with Folfiri as second-line treatment after the failure of the cisplatin (or carboplatin)-etoposide combination in patients suffering from an advanced inoperable poorly differentiated neuroendocrine carcinoma of an unknown or gastroentero-pancreatic primary cancer. A phase 2 non-comparative randomized study. PRODIGE 41 - BEVANEC study 
 
 
 
 Evaluation de l’efficacité du bevacizumab associé à du Folfiri en deuxième ligne après échec de l’association cisplatine (ou carboplatine) – étoposide chez des patients atteints d’un carcinome neuroendocrine peu différencié avancé inopérable. Etude de phase 2 randomisée non comparative. Etude Prodige 41 - BEVANEC","BEVANEC 
 
 
 BEVANEC",False,False,False
🟥,,2019-001276-10,2024,Etude de faisabilité du guidage par TEP-IRM/68Ga-PSMA du traitement HIFU-focal en cas de récidive de cancer de prostate après radiothérapie - Etude PSMA,PSMA,False,False,False
🟥,,2020-005557-24,2024,"Étude pilote visant à évaluer l’efficacité d’un mélange de kétamine/lidocaïne administré par mésothérapie dans la prise en charge des douleurs neuropathiques du Syndrome Douloureux Régional Complexe de type 1 (SDRC1) - Étude clinique monocentrique randomisée et contrôlée - Étude Méso-SDRC 
 
 
 Étude pilote visant à évaluer l’efficacité d’un mélange de kétamine/lidocaïne administré par mésothérapie dans la prise en charge des douleurs neuropathiques du Syndrome Douloureux Régional Complexe de type 1 (SDRC1) - Étude clinique monocentrique randomisée et contrôlée - Étude Méso-SDRC","Méso-SDRC 
 
 
 Méso-SDRC",False,False,False
🟥,NCT03586739,,2024,Evaluation of Covered Stents Versus Bare Metal Stents for Endovascular Treatment of Chronic Atherosclerotic Mesenteric Arterial Disease:a Randomised Study.,ESTIMEC,False,False,False
🟥,NCT04769024,,2024,Evaluation of the Benefits of an Immersive Virtual Reality Intervention (LUMEEN) for Behavioral and Psychological Symptoms of Dementia in People Living in Residential Aged Care.,LUMEENCOMPAD,False,False,False
🟥,NCT05514457,,2024,Assessment of Visual Dyslexia Remediation Protocols - Dyslexia REMEDIATION,Dyslexie REMED,False,False,False
🟥,NCT03927521,,2024,Feasibility Study on the Use of PET-MRI / 68Ga-PSMA Imaging for HIFU-focal Treatment in the Event of Recurrent Prostate Cancer After Radiotherapy - PSMA Study,PSMA,False,False,False
🟩,NCT02799212,,2024,Evaluation of Postoperative Ascites After Somatostatin Infusion Following Hepatectomy for Hepatocellular Carcinoma: Multicenter Randomized Double-blind Placebo Controlled Trial (SOMAPROTECT01),SOMAPROTECT01,True,True,True
🟥,NCT05284058,,2024,Impact of Preoperative Myocardial Fibrosis Related to Mitral Valve Prolapse on Postoperative Left Ventricular Remodeling,IMPARED,False,False,False
🟥,NCT03422991,,2024,Lyon and Rhône Alpes Auvergne Registry of Congestive Heart Failure,LOOP-HF,False,False,False
🟥,NCT05910814,,2024,The Effect of an Acute Bout of Physical Exercise on the Consolidation Phase of Motor Learning Acquired Through Physical or Mental Practice,EPICA,False,False,False
🟥,NCT04650074,,2024,Pilot Study to Evaluate the Effectiveness of a Mixture of Ketamine / Lidocaine Administered by Mesotherapy in the Management of Neuropathic Pain in Complex Regional Pain Syndrome Type 1 (CRPS1). A Monocentric Randomized and Controlled Clinical Study,MESO-SDRC,False,False,False
🟥,NCT04308603,,2024,Multicentric Prospective Study to Screen Inborn Errors of Metabolism in Non-immune Hydrops Fetalis by Massively Parallel Sequencing,ANAMETAB-PRO,False,False,False
🟥,,2019-002225-30,2024,Impact of low protein diet supplemented with ketoanalogues on uremic toxins production and glucose metabolism in chronic kidney disease_KETO GUT study,KETO-GUT,False,False,False
🟥,NCT04438460,,2024,Pediatric Immune Response to Multi-Organ Dysfunction,PedIMOD,False,False,False
🟥,NCT05506670,,2024,Disease Burden of RSV in Young Children in Primary Care,RSV ComNet III,False,False,False
🟥,NCT06215365,,2024,"Study of Health-risk Behaviours (Tobacco, Alcohol or Drug Consumption ; Nutrition ; Sedentary Lifestyle ; Sexual Practices) Among Cancer Survivors",PREVAC,False,False,False
🟥,,2020-003011-97,2024,"Fluconazole as a new therapeutic tool in hypercalciuric patients with increased 1,25(OH)2D levels.",The FLUCOLITH study,False,False,False
🟥,NCT03915782,,2024,NeuroPRotective Effect of remOte Ischemic condiTioning in Ischemic strokE Treated With meChanical Thrombectomy (PROTECT-I Study),PROTECT-I,False,False,False
🟥,NCT05996250,,2024,"Tolerance of an Immersive Virtual Reality Task Evaluating the Spatial Memory of Elderly Subjects and the Effects of Age, Gender and Level of Education on Performance",REVIAGE,False,False,False
🟥,NCT04039672,,2024,Interest of Tumor Replicates in Avian Embryo to Model Therapeutic Effects of BRAF Inhibitors/MEK Inhibitors (BRAFi/MEKi) in BRAF Mutated Melanoma,MELANOPREDICT,False,False,False
🟥,NCT05682053,,2024,Multiparametric MRI Imaging of Medullary Sponge Kidney,MICARI,False,False,False
🟥,NCT03739073,,2024,Can we Predict COronary Resistance By EYE Examination ?,COREYE,False,False,False
🟥,NCT06016582,,2024,Use of Virtual Reality Medical Hypnosis for Anxiolytic Purposes During Frozen Embryo Transfer - Hypno-TEC Feasibility Study,Hypno-TEC,False,False,False
🟥,,2018-003496-36,,"Dosage optimization of piperacillin/tazobactam in ICU patients based on therapeutic drug monitoring of amikacin - OPTIMA 
 
 
 Optimisation du dosage de pipéracilline tazobactam en fonction du monitoring thérapeutique de l’amikacine chez les patients de réanimation - OPTIMA",OPTIMA,False,False,False
🟥,,2014-005425-13,,"Evaluation of a stategy based on the 3-month screening biopsy to optimize the immunosuppression in renal transplantation 
 
 
 Evaluation de la biopsie de dépistage des 3 mois pour optimiser l’immunosuppression des transplantés rénaux - Etude I4BiS (Infiltrat Inflammatoire Intragreffon Infraclinique et Biopsie de dépiStage)","I4BIS 
 
 
 I4BIS",False,False,False
🟥,,2013-005619-28,,"Influence of lipid emulsions for parenteral nutrition on the  fonctional state  of cutaneous barrier 
 
 
 Influence des émulsions lipidiques pour nutrition parentéral sur l'état fonctionnel de la barrière cutanée",TEWLIP (TransEpidermal Water Loss - LIPid),False,False,False
🟥,,2009-014675-41,,Efficacité de la Fluoxétine dans la prévention des apnées centrales compliquant les crises d’épilepsie. Etude randomisée en double aveugle contre placebo,,False,False,False
🟥,,2006-001406-83,,Effet d'une supplémentation en acides biliaires par de l'acide ursodesoxycholique sur la synthèse endogène du cholestérol et des triglycérides chez les patients ayant un grêle court,,False,False,False
