inserm_concat,NCT Number,Title_first,Acronym_first,Status_first,Study Results_first,Conditions_first,Interventions_first,Outcome Measures_first,Sponsor/Collaborators_first,Gender_first,Age_first,Phases_first,Enrollment_first,Funded Bys_first,Study Type_first,Study Designs_first,Other IDs_first,Start Date_first,Primary Completion Date_first,Completion Date_first,First Posted_first,Results First Posted_first,Last Update Posted_first,Locations_first,Study Documents_first,URL_first,nct,pmids
oui,NCT04888455,DOLORisk: Research on Risk Factors and Determinants for Neuropathic Pain,,Completed,No Results Available,Neuropathic Pain,Diagnostic Test: Quantitative sensory testing (QST),Presence of Pain measured by Pain severity|Severity of Neuropathy measured by Toronto Neuropathy scale|Somatosensory phenotype measured by Quantitative sensory testing|Emotional well-being|Personality characteristics|Pain Catastrophizing|Presence of family history of chronic pain,"University of Kiel|Horizon 2020 - European Commission|Institut National de la Santé Et de la Recherche Médicale, France|University of Oxford|Imperial College London|Technion, Israel Institute of Technology|University of Aarhus|Aarhus University Hospital",All,"18 Years and older   (Adult, Older Adult)",,1550,Other,Observational,Observational Model: Cohort|Time Perspective: Cross-Sectional,633491 - DOLORisk WP4,June 2015,June 2019,June 2019,"May 17, 2021",,"November 8, 2022","University of Kiel, Kiel, Schleswig-Holstein, Germany",,https://ClinicalTrials.gov/show/NCT04888455,NCT04888455,
oui,NCT04891133,EU SolidAct: An Adaptive Pandemic and Emerging Infection Platform Trial,Bari-SolidAct,Terminated,No Results Available,COVID-19|Emerging Infectious Disease,Drug: Baricitinib|Drug: Placebo,"Occurrence of death within 60 days (primary end point, EU SolidAct part B)|Occurrence of disease progression within 14 days (primary end point, EU SolidAct part A)|SpO2/FiO2-ratio at day 5 (primary end point, phase 2 trials)|Occurrence of disease progression within 28 days (shared secondary end point for part A and B)|Time to sustained recovery (shared secondary end point for part A and B)|Time to first hospital discharge (shared secondary end point for part A and B)|Disease state at Day 15 and Day 29 (shared secondary end point for part A and B)|Time from randomization to recovery (shared secondary end point for part A and B)|SpO2/FiO2-ratio at Day 3, 5 and 8 (shared secondary end point for part A and B)|Viral clearance during hospitalization (shared secondary end point for part A and B)|Occurrence of serious adverse events within 90 days (shared secondary end point for part A and B)|Patient related outcomes at day 90 (shared secondary end point for part A and B)","Oslo University Hospital|Institut National de la Santé Et de la Recherche Médicale, France|Epidemiological and Clinical Research Information Network",All,"18 Years and older   (Adult, Older Adult)",Phase 2|Phase 3,290,Other,Interventional,"Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor)|Primary Purpose: Treatment",EU SolidAct|2022-500385-99-00,"June 3, 2021","December 15, 2022","January 23, 2023","May 18, 2021",,"February 6, 2023","Medical University of Innsbruck (University Hospital for Neurosurgery), Innsbruck, Austria|Medical Unversity of Innsbruck (Joint Institute for Emergency Medicine and Critical Care), Innsbruck, Austria|Medical Unversity of Innsbruck (University Hospital for Anaesthesia and Intensive Care), Innsbruck, Austria|Erasme Hospital, Brussels, Belgium|UZ Brussel, Brussels, Belgium|Cliniques Universitaires Saint-Luc, Brussels, Belgium|St Anne University Hospital, Brno, Czechia|CHU Amiens Picardie (ICU), Amiens, France|CHU Amiens Picardie (ID), Amiens, France|CHU de Bordeaux / Hopital Pellegrin (ICU), Bordeaux, France|CHU de Bordeaux / Hopital Pellegrin (ID), Bordeaux, France|Louis Mourier (ID), Colombes, France|Lous Mourier (ICU), Colombes, France|CHU François Mitterrand, Dijon, France|CHU Lille - Hopital Roger Salengro -Pôle Rèanimaition, Lille, France|Hopital de la Croix - Rousse - HCL (ICU), Lyon, France|Hopital de la Croix - Rousse - HCL (ID), Lyon, France|GHRMSA Hopital Emile Muller (ICU), Mulhouse, France|GHRMSA Hopital Emile Muller (IM), Mulhouse, France|Hôpital Saint-Antoine (ICU), Paris, France|Hôpital Saint-Antoine (ID), Paris, France|Hôpital Bichat - Claude Bernard (ICU), Paris, France|Hôpital Bichat - Claude Bernard (ID), Paris, France|Gesundheit Nord gGmbH (GeNo), Bremen, Germany|Technische Universität München (TUM) - Klinikum rechts der Isar, München, Germany|Evangelismos Hospital, Athens, Greece|Attikon University Hospital, Athens, Greece|University of Debrecen (Clinic for Infectology), Debrecen, Hungary|University of Pécs, Pécs, Hungary|University of Szeged (Pandemic Clinics), Szeged, Hungary|Cork University Hospital, Cork, Ireland|St Vincent's University Hospital, Dublin, Ireland|Mater Misericordiae University Hospital, Dublin, Ireland|St James's Hospital, Dublin, Dublin, Ireland|Beaumont Hospital, Dublin, Dublin, Ireland|Tallaght University Hospital, Dublin, Ireland|University Hospital Galway, Galway, Ireland|University Hospital Limerick, Limerick, Ireland|Ospedale Santa Maria Annunziata, Malattie Infettive, Bagno A Ripoli, Italy|ASST - Spedali Civili di Brescia - University of Brescia, Brescia, Italy|ATS Sardegna - PO SS Trinità, U.O.C. Malattie Infettive, Cagliari, Italy|Azienda Opsedaliera Universitaria Mater Domini, U.O. Malattie Infettive e Tropicali, Catanzaro, Italy|ASL Frosinone - Ospedale Fabrizio Spaziani, U.O.C. Medicina Interna, Frosinone, Italy|Ospedale S.M. Goretti di Latina, U.O.C. Malattie Infettive, Latina, Italy|Ospedale Mater Salutis di Legnago, U.O.C. di Pneumologia, Legnano, Italy|Ospedale Mater Salutis di Legnago, U.O.S. di Malattie Infettive, Legnano, Italy|ASST Santi Paolo e Carlo, S.C. Malattie Infettive, Milano, Italy|Azienda Ospedaliera Universitaria Vanvitelli, U.O.C. Malattie Infettive, Napoli, Italy|AOU Policlinico ""P. Giaccone"", U.O.C. Malattie Infettive, Palermo, Italy|Azienda Ospedaliera Ospedali Riuniti Marche Nord, U.O.C. Malattie Infettive, Pesaro, Italy|ASL Taranto - Ospedale Oncologico San Giuseppe Moscati, U.O.C. Pneumologia, Taranto, Italy|AOU Città della Salute e Scienza Presidio Molinette, Torino, Italy|Azienda Sanitaria Universitaria Giuliano Isontina (ASU GI), S.C. Malattie Infettive, Trieste, Italy|IRCCS Ospedale Sacro Cuore Don Calabria, U.O.S. Malattie Infettive e Tropicali, Verona, Italy|Azienda Ospedaliera Universitaria Integrata di Verona, U.O.C. Malattie Infettive e Tropicali, Verona, Italy|Centre Hospitalier de Luxembourg, Luxembourg, Luxembourg|Drammen (Vestre Viken) Hospital, Drammen, Norway|Østfold sykehuset i Kalnes, Grålum, Norway|Akershus Universitetssykehus, Lørenskog, Norway|Lovisenberg Diaconal Hospital, Oslo, Norway|OUS Ullevål, Oslo, Norway|Bærum Hospital, Sandvika, Norway|Stavanger University Hospital, Stavanger, Norway|University Hospital North Norway, Tromsø, Norway|St. Olavs Hospital, Trondheim, Norway|Vestfold Hospital, Tønsberg, Norway|CHMT - Centro Hospitalar do Médio Tejo- Hospital de Abrantes, Abrantes, Portugal|CHUC - Centro Hospitalar e Universitário de Coimbra, Coimbra, Portugal|CHUA-Faro - Centro Hospitalar Universitário do Algarve, Faro, Portugal|CHLC-HCC - Hospital Curry Cabral, Centro Hospitalar Universitário Lisboa Central, Lisboa, Portugal|CHLN - Centro Hospitalar Universitário Lisboa Norte, Lisboa, Portugal|CHLO - Centro Hospitalar de Lisboa Ocidental - HEM and HSFX, Lisbon, Portugal|CHSJ - São João Hospital Center, Lisbon, Portugal|HBA - Hospital Beatriz Ângelo, Loures, Portugal|University Hospital Bratislava, Kramare, Bratislava, Slovakia|University Hospital Martin, Martin, Slovakia|Nsp Trebisov, Svet Zdravia a.s., Trebišov, Slovakia|Faculty Hospital Trencin, Trenčín, Slovakia|University Hospital Trnava, Trnava, Slovakia|Hospital Universitario Reina Sofia, Córdoba, Spain|Hospital Universitario de Jaen, Jaén, Spain|Hospital Universitario La Paz, Madrid, Spain|Hospital Costa del Sol, Marbella, Spain|Hospital Virgen de la Victoria, Málaga, Spain|Hospital Universitario Virgen Macarena, Sevilla, Spain|Hospital Universitario Virgen del Rocio, Sevilla, Spain|Hospital Universitario Virgen de Valme, Sevilla, Spain|Hacettepe Üniversitesi Tıp Fakültesi, İnfeksiyon Hastalıkları ve Klinik Mikrobiyoloji Anabilim Dalı (Site 1), Ankara, Turkey|Hacettepe Üniversitesi Tıp Fakültesi, İnfeksiyon Hastalıkları ve Klinik Mikrobiyoloji Anabilim Dalı (Site 2), Ankara, Turkey|Ankara Üniversitesi Tıp Fakültesi, Enfeksiyon Hastalıkları ve Klinik Mikrobiyoloji Anabilim Dalı, Ankara, Turkey|İstanbul Üniversitesi İstanbul Tıp Fakültesi, Enfeksiyon Hastalıkları ve Klinik Mikrobiyoloji Anabilim Dalı, Istanbul, Turkey|Dokuz Eylül Üniversitesi Tıp Fakültesi Enfeksiyon Hastalıkları ve Klinik Mikrobiyoloji Anabilim Dalı, İzmir, Turkey",,https://ClinicalTrials.gov/show/NCT04891133,NCT04891133,36627655;34473343
oui,NCT04902807,"Conception of a Diagnosis, Prognosis and Therapeutic Decision Tool for Patients With Autoimmunity and Inflammation",ATRACTion,Not yet recruiting,No Results Available,"Autoimmune Lymphoproliferative Syndrome|Autoimmune Cytopenia|Autoimmune Diseases|Autoimmune Anemia|Autoimmune Thrombocytopenia|Autoimmune Hepatitis|Autoimmune Diabetes|Autoimmune Rheumatologic Disease|Systemic Lupus Erythematosus|Juvenile Idiopathic Arthritis|Hemophagocytic Lymphohistiocytoses|EBV Lymphoproliferation|RAS-Associated Autoimmune Leucoproliferative Disease|Primary Immunodeficiency|APECED|IPEX|BENTA|Enteropathy, Autoimmune|Combined Immunodeficiency|IBD",Biological: Collection of samples,Generate a diagnosis and therapeutic-decision tools|1- Development of an atlas of molecular interactions leading to autoimmunity and inflammation|2 - To develop an artificial intelligent online application|3- Ancillary study (pilot study),"Institut National de la Santé Et de la Recherche Médicale, France",All,"1 Year to 18 Years   (Child, Adult)",,500,Other,Observational,Observational Model: Cohort|Time Perspective: Prospective,C20-59,June 2021,December 2024,December 2024,"May 26, 2021",,"May 28, 2021",,,https://ClinicalTrials.gov/show/NCT04902807,NCT04902807,
oui,NCT04907682,"Pharmacokinetics, Tolerability and Safety of Favipiravir Compared to Ribavirin for the Treatment of Lassa Fever",SAFARI,Completed,No Results Available,Lassa Fever,Drug: Ribavirin iv|Drug: Favipiravir,Pharmacokinetic parameter of favipiravir: Maximum plasma concentration (Cmax)|Pharmacokinetic parameter of favipiravir: Time to maximum concentration (Tmax)|Pharmacokinetic parameter of favipiravir: Area under the concentration-time curve (AUC)|Pharmacokinetic parameter of favipiravir: Half life (T1/2)|Proportion of drug related AEs and SAEs of both study treatments|Mutagenicity|Change from baseline in Viral RNA loads|Change from baseline in Lassa virus titers|Change from baseline in Lassa virus serological status|Pharmacokinetic (PK) modelling and simulations|Correlation between drug exposure and different parameters|Co-variates impacting on drug exposure,"Bernhard Nocht Institute for Tropical Medicine|University of Hamburg-Eppendorf|Alliance for International Medical Action|Institut National de la Santé Et de la Recherche Médicale, France|University of Bordeaux|Federal Medical Centre, Owo|Irrua Specialist Teaching Hospital",All,"18 Years and older   (Adult, Older Adult)",Phase 2,40,Other|Industry,Interventional,Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment,SAFARI|PACTR202010817169062,"July 30, 2021","November 10, 2022","November 17, 2022","June 1, 2021",,"February 8, 2023","Irrua Specialist Teaching Hospital, Irrua, Edo State, Nigeria|Federal Medical Center of Owo, Owo, Ondo State, Nigeria","""Study Protocol and Informed Consent Form"", https://ClinicalTrials.gov/ProvidedDocs/82/NCT04907682/Prot_ICF_000.pdf",https://ClinicalTrials.gov/show/NCT04907682,NCT04907682,
oui,NCT04907994,Containment Impact on Primary Care & Adverse Events Unrelated to COVID-19 in Older Patients and/or With Chronic Diseases,COVIMEGE,Not yet recruiting,No Results Available,Covid19,Other: Cohort,"Non-COVID-19 related mortality|Healthcare utilization (Consultation, visits and teleconsultations ; drug delivery ; biological and radiological procedure).|Utilization of hospital services after containment",Assistance Publique - H�pitaux de Paris,All,"18 Years and older � (Adult, Older Adult)",,100000,Other,Observational,Observational Model: Cohort|Time Perspective: Retrospective,APHP201045,September 2021,September 2022,September 2023,"June 1, 2021",,"June 1, 2021","Assistance Publique H�pitaux de Paris - CHU Henri Mondor, Cr�teil, France",,https://ClinicalTrials.gov/show/NCT04907994,NCT04907994,
oui,NCT04916678,Persistent PostConcussion-Like Symptoms and Post Traumatic Stress Disorder in Patients Presenting at the Emergency Room.,SOFTERIV,Recruiting,No Results Available,Persistent PostConcussion-Like Symptoms|Post-Traumatic Stress Disorder,Other: R-TEP EMDR intervention,Proportion of patients with PostConcussion-Like Syndrome (PCLS) at 4 months.|Proportion of patients with PTSD at 4-months|Establishment of a PCLS Predictive factors list|Assessment of health care consumption|Proportion of patients with chronic pain|Establishment of chronic pain predictive factors,"University Hospital, Bordeaux|Bordeaux Population Health Research Center (Inserm U1219)",All,"18 Years and older � (Adult, Older Adult)",Not Applicable,4956,Other,Interventional,Allocation: Randomized|Intervention Model: Crossover Assignment|Masking: None (Open Label)|Primary Purpose: Prevention,CHUBX 2018/63,"October 18, 2021","December 17, 2022","December 17, 2023","June 7, 2021",,"March 22, 2022","Hopital Pellegrin, Bordeaux, France|H�pital Beaujon, Clichy, France|H�pital Louis Mourier, Colombes, France|CH de Libourne, Libourne, France|H�pital Edouard Herriot, Lyon, France|H�pital Lariboisi�re, Paris, France|H�pital Purpan, Toulouse, France",,https://ClinicalTrials.gov/show/NCT04916678,NCT04916678,
oui,NCT04919434,Intervention to Reduce Exposure to Environmental COntaminant (IRECO),,Not yet recruiting,No Results Available,Exposure,Other: IRECO,"Modification of exposure to phthalates, phenols and glycol ether|Modification of exposure other than phthalates, phenols and glycol ether|Hazard perception linked to the exposure to chemical product present in personal care product|Barriers to change habits in the use of personal care product","Institut National de la Santé Et de la Recherche Médicale, France",Female,18 Years to 30 Years   (Adult),Not Applicable,100,Other,Interventional,Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Other,C20-81|2021-A00215-36,September 2021,December 2023,December 2025,"June 9, 2021",,"June 9, 2021",,,https://ClinicalTrials.gov/show/NCT04919434,NCT04919434,
anrs,NCT04920838,Early Treatment of Vulnerable Individuals With Non-Severe SARS-CoV-2 Infection,COVERAGE-A,Recruiting,No Results Available,Covid19|Covid19 Drug Treatment|Severe Acute Respiratory Syndrome Coronavirus 2|SARS-CoV2 Infection,Drug: Nitazoxanide and Ciclésonide|Drug: Telmisartan 20Mg Oral Tablet|Drug: Paracetamol|Drug: Fluoxétine and Budésonide,SpO2 ≤ 93% within 14 days|Death within 14 days|Death within 28 days|Occurence of at least one grade 3 or 4 clinical or biological adverse event within 14 days|Number of hospitalizations due to severe progression,"ANRS, Emerging Infectious Diseases|University of Bordeaux|Institut National de la Santé Et de la Recherche Médicale, France|PACCI Program|Alliance for International Medical Action|Centre Muraz|Barcelona Institute for Global Health",All,"18 Years and older   (Adult, Older Adult)",Phase 2|Phase 3,600,Other,Interventional,Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment,ANRS COV33 COVERAGE-Africa,"April 12, 2021",August 2023,August 2023,"June 10, 2021",,"January 31, 2023","Centre Muraz/INSP, Bobo-Dioulasso, Burkina Faso|Centre de traitement des maladies à tendance épidémique de Gbessia, Conakry, Guinea",,https://ClinicalTrials.gov/show/NCT04920838,NCT04920838,36574985
oui,NCT04921618,Partner Notification of Sexually Transmitted Infections (STIs) in Testing Centers,Not'IST,Recruiting,No Results Available,STI|Hiv,Other: 2 online self-administered questionnaires on,Partner notification by index patients|Partners notified by index patients|Notified partners tested positive,"ANRS, Emerging Infectious Diseases",All,"18 Years and older � (Adult, Older Adult)",,2200,Other,Observational,Observational Model: Other|Time Perspective: Cross-Sectional,ANRS MIE Not'IST,"July 12, 2021",December 2022,December 2022,"June 10, 2021",,"July 25, 2022","CeGIDD d'Aix-en-Provence, Aix-en-Provence, France|CeGIDD de Caen, Caen, France|CeGIDD de Lille, Lille, France|CeGIDD - La Joliette, Marseille, France|CeGIDD - Saint Adrien, Marseille, France|CeGIDD de Bich�t, Paris, France|CeGIDD de La Piti� Salp�tri�re, Paris, France|Centre de sant� sexuelle - LE 190, Paris, France|Institut Alfred Fournier, Paris, France",,https://ClinicalTrials.gov/show/NCT04921618,NCT04921618,
oui,NCT04921930,Evaluation of the Effect of Artesunate in Friedreich Ataxia (FA),ARTEMIS,Not yet recruiting,No Results Available,Friedreich Ataxia,Drug: Artesunate Oral Product,Search for the maximal tolerated and effective dose of oral artesunate to regulate iron homeostasis and Transferrin 1 receptor (TfR1) immunofluorescence in Peripheral Blood Mononuclear Cells (PBMCs)|Incidence of Adverse Events with Artesunate in FA patients|Type of Adverse Events with Artesunate in FA patients|Impact of stopping an effective dose of artesunate on the regulation of iron homeostasis and TfR1 immunofluorescence,"Institut National de la Santé Et de la Recherche Médicale, France|Imagine Institute",Male,"16 Years to 65 Years   (Child, Adult, Older Adult)",Phase 1|Phase 2,20,Other,Interventional,Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment,C20-54,"July 1, 2021","June 30, 2022","June 30, 2022","June 10, 2021",,"June 14, 2021",,,https://ClinicalTrials.gov/show/NCT04921930,NCT04921930,
associ�,NCT04924712,Cellules B et Microbiote Dans le SNI,,Not yet recruiting,No Results Available,Microbiota|B-lymphocytes|Glomerulosclerosis|T-lymphocytes,Other: Measurement of blood immune populations and microbiota distribution.,Sequencing and analysis of intestinal and urinary microbiota|Cytometric analysis of peripheral immune populations,Nantes University Hospital,All,"18 Years and older � (Adult, Older Adult)",,60,Other,Observational,Observational Model: Cohort|Time Perspective: Prospective,RC21_0118,"February 15, 2022","October 15, 2023","October 15, 2024","June 14, 2021",,"January 11, 2022","Nantes University Hospital, Nantes, Loire-Atlantique, France",,https://ClinicalTrials.gov/show/NCT04924712,NCT04924712,
oui,NCT04926220,Dynamic Estimation of Cardiac Output in the Operating Room,TRIPLEFLOW,Recruiting,No Results Available,Interventional Radiology|Surgery|General Anesthesia|Organ Failure|Intensive Care|Hemodynamic Instability|Blood Pressure|Cardiac Output,Device: Trans-esophageal Doppler monitoring|Device: MostCareUP Haemodynamic Monitor|Device: Argos Cardiac Output (CO) Monitor,Cardiac output using the trans-esophageal Doppler technique|Cardiac output using the MostCareUp monitor|Cardiac output using the Argos monitor|Measure of the value of the dicrote wave with MostCareUp monitor|Measure of dP/dtmax (myocardial contractility index) with MostCareUp monitor|Measure of the cardiac efficiency (CCE) with MostCareUp monitor|Measure of arterial elastance with MostCareUp monitor|Measure of the total impedance of the system (Ztot) with MostCareUp monitor|Measure of the Global Afterload Angle (GALA) using the trans-esophageal Doppler technique|Measure of arterial elastance using the trans-esophageal Doppler technique,"Assistance Publique - H�pitaux de Paris|INSERM UMR-942, Paris, France",All,"18 Years and older � (Adult, Older Adult)",,92,Other,Observational,Observational Model: Cohort|Time Perspective: Prospective,APHP210311|2021-A00088-33,"September 15, 2021",September 2023,March 2024,"June 15, 2021",,"October 18, 2021","AP-HP, Lariboisi�re Hospital, Department of Anesthesiology and Intensive Care, Paris, France",,https://ClinicalTrials.gov/show/NCT04926220,NCT04926220,
oui,NCT04930757,Involvement of Polymorphonuclear Neutrophils and Platelets in Severe Form of COVID-19,NeutroVID,Recruiting,No Results Available,Covid19,,Percentage of circulating neutrophils in reverse migration|Analysis of neutrophils and platelets|SAPS II score|SOFA score|Mortality rate,"Assistance Publique - Hôpitaux de Paris|Institut National de la Santé Et de la Recherche Médicale, France",All,"Child, Adult, Older Adult",,200,Other,Observational,Observational Model: Cohort|Time Perspective: Prospective,APHP210061,"February 4, 2021",February 2022,April 2022,"June 18, 2021",,"June 18, 2021","Intensive care department, Hôpital Saint Antoine, Paris, France",,https://ClinicalTrials.gov/show/NCT04930757,NCT04930757,
oui,NCT04935684,Faecal Microbiota Transplantation After Allogeneic Stem Cell Transplantation,TMF-Allo,Recruiting,No Results Available,"Acute Leukemia in Remission|Myelodysplastic Syndromes|Myeloproliferative Syndrome|Hodgkin Lymphoma|Lymphoma, Non-Hodgkin|Myeloma|Chronic Lymphocytic Leukemia",Drug: Fecal Microbiota Transplantation,"Graft-versus-host disease and Relapse-Free Survival (GRFS) rate after allogeneic hematopoietic stem cell transplantation|Overall survival|Progression-free survival|Haematopoietic reconstitution|Engraftment rates|Cumulative incidence of acute GvHD|Cumulative incidence of chronic GvHD|Transplant-Related Mortality|Cumulative incidence of infections|Severe infections description|Impact of Fecal Microbiota Transplantation (FMT) on multi-resistant bacteria, extended-spectrum beta-lactamases and Clostridium difficile infection|Unexpected event description that could be in relation with FMT of Fecal Microbiota Transplantation (FMT)|Quality of life assessment|Analysis the intestinal microbiota in patients|Analysis the intestinal microbiota in stool donnors|Blood collection for a metabolomic study in patients|Blood collection for an analysis of anti-microbiota IgG and IgA in patients|Blood collection for a metabolomic study in stool donnors|Blood collection for an analysis of anti-microbiota IgG and IgA in stool donnors|Stool collection for an analysis of the virome in patients|Stool collection for an analysis of the virome in stool donnors","University Hospital, Clermont-Ferrand|Ministry of Health, France|French Society of Hematology",All,"18 Years and older � (Adult, Older Adult)",Phase 2,150,Other,Interventional,Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment,PHRC N 2018 BAY|2020-000673-24,"December 20, 2022",October 2026,December 2027,"June 23, 2021",,"March 1, 2023","Service d'H�matologie Clinique et Th�rapie Cellulaire CHU Amiens Picardie - Site Sud, Amiens, France|Service Maladies du sang CHU Angers, Angers, France|H�matologie clinique CHU Besan�on, Besan�on, France|Plateforme d'Investigation Clinique / Centre d'Investigation Clinique - Inserm 1405, CHU Gabriel Montpied Clermont-Ferrand, Clermont-Ferrand, France|Service de th�rapie Cellulaire et d'H�matologie Clinique Adulte CHU Estaing - Clermont-Ferrand, Clermont-Ferrand, France|Service h�matologie CHU Grenoble, Grenoble, France|Service des Maladies du sang H�pital HURIEZ, CHRU de Lille, Lille, France|Service de th�rapie cellulaire et l'h�matologie clinique adulte CHU Limoges, Limoges, France|Service d'H�matologie Centre Hospitalier Lyon Sud, Lyon, France|Service d'H�matologie et de M�decine interne H�pital Brabois CHRU Nancy, Nancy, France|Service d'H�matologie Clinique CHU Nantes, Nantes, France|Service d'h�matologie clinique, d�partement de greffe de moelle CHU Nice, Nice, France|Service d'H�matologie Adultes H�pital Necker, Paris, France|Service d'H�matologie clinique H�pital Piti�-Salp�tri�re, Paris, France|Service d'h�matologie greffe H�pital St Louis, Paris, France|H�matologie clinique et th�rapie cellulaire H�pital Haut-L�v�que, Pessac, France|Service d'h�matologie greffe H�pital St Louis, Poitiers, France|D�partement d'h�matologie CAC Rouen, Rouen, France|H�matologie clinique Institut de Canc�rologie de la Loire, Saint-�tienne, France|IUC T - Oncop�le, Toulouse, France",,https://ClinicalTrials.gov/show/NCT04935684,NCT04935684,37130682
oui,NCT04944550,New Models for the Evaluation of Preclinical Treatment for Urothelial Carcinomas of the Upper Excretory Tract.,CICLOP,Recruiting,No Results Available,Upper Urinary Tract Urothelial Carcinoma|Nephroureterectomy|Tumor|Xenograft Model,,Histological characteristics of patient-derived xenograft models after staining.|Study of genomes of tumor specimens|Alterations in the genomes of patient-derived xenograft tumor models|Alterations in the genomes of patient-derived cell line models|Study of the transcriptome of patient tumor specimens.|Transcriptome of the patient-derived xenograft tumor models.|Transcriptome of the patient-derived cell line models.|Sensitivity to Cisplatin: patient-derived cell line models|Sensitivity to Carboplatin: patient-derived cell line models|Sensitivity to Oxaliplatin: patient-derived cell line models|Sensitivity to Gemcitabin: patient-derived cell line models|Tumor size in non-treated patient-derived xenograft models|Sensitivity to Cisplatin: tumor size in treated patient-derived xenograft models|Sensitivity to Cisplatin: tumor growth rate in patient-derived xenograft models|Sensitivity to Carboplatin: tumor size in treated patient-derived xenograft models|Sensitivity to Carboplatin: tumor growth rate in treated patient-derived xenograft models|Sensitivity to Oxiplatin: tumor size in treated patient-derived xenograft models|Sensitivity to Oxiplatin: tumor growth rate in treated patient-derived xenograft models|Sensitivity to Gemcitabine: tumor size in treated patient-derived xenograft models|Sensitivity to Gemcitabin: tumor growth rate in treated patient-derived xenograft models,"Centre Hospitalier Universitaire de N?mes|INSERM U1194, Institut de Recherche en Canc�rologie de Montpellier, Campus Val d'Aurelle, 34298 Montpellier cedex 5",All,"18 Years and older � (Adult, Older Adult)",,20,Other,Observational,Observational Model: Other|Time Perspective: Other,NIMAO/2020-2/NH01,"March 1, 2021","September 1, 2023","March 1, 2024","June 29, 2021",,"September 28, 2022","Centre Hospitalier Universitaire de N�mes, N�mes, Gard, France",,https://ClinicalTrials.gov/show/NCT04944550,NCT04944550,
oui,NCT04945655,Impact of a School- and Primary Care-based Multicomponent Intervention on HPV Vaccination Acceptability,PrevHPV,Recruiting,No Results Available,HPV Vaccine Acceptability,Other: Adolescents and parents' education and motivation at school (component 1)|Other: General practitioners' training (component 2)|Other: Access to vaccination at school (component 3),"HPV vaccine coverage (≥ 1 dose)|HPV vaccine coverage (2 doses)|HPV vaccination intention|Knowledge, attitude, beliefs and practices towards HPV vaccination and psychological determinants of vaccination intention (""KABP-6C"")|Incremental Cost-Effectiveness Ratio|Intervention components' dose and fidelity|Reached populations|Intervention components' adaptation|Satisfaction of target populations about the activities / tools, assessed by a 4-point Likert scale","Institut National de la Santé Et de la Recherche Médicale, France",All,"Child, Adult, Older Adult",Not Applicable,41940,Other,Interventional,Allocation: Randomized|Intervention Model: Factorial Assignment|Masking: None (Open Label)|Primary Purpose: Prevention,C20-76|2020-A02031-38,"November 15, 2021","May 31, 2022","March 31, 2023","June 30, 2021",,"February 9, 2022","Secondary schools and GPs' practices of the participating municipalities, Participating Municipalities, France",,https://ClinicalTrials.gov/show/NCT04945655,NCT04945655,35332045
oui,NCT04946955,Adaptation of a French E-health Tool for Suicide Prevention in Young Populations,E-psYouth,Recruiting,No Results Available,Suicide|Depression|Psychological Distress|Anxiety Disorders,Other: Application and website with or without promotion,number of suicidal acts (completed suicide and suicide attempts),"Assistance Publique - Hôpitaux de Paris|Institut National de la Santé Et de la Recherche Médicale, France",All,"11 Years to 25 Years   (Child, Adult)",Not Applicable,12000000,Other,Interventional,Allocation: Non-Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Prevention,APHP180676,"July 1, 2021","June 30, 2023","December 31, 2023","July 1, 2021",,"October 20, 2021","ASSISTANCE PUBLIQUE HOPITAUX DE PARIS (URC Eco, Hôpital Hôtel-Dieu), Paris, France",,https://ClinicalTrials.gov/show/NCT04946955,NCT04946955,
