lead_sponsor,study_completion_year,NCTId,eudraCT,study_type,status_simplified,has_results_or_publications,has_results_or_publications_within_1y,has_results_or_publications_within_3y,sponsor,sponsor_normalized,ror,_merge,ror_simple
Assistance Publique - Hôpitaux de Paris,2018.0,NCT01791868,2011-006340-75,Interventional,Completed,False,False,True,Assistance Publique - Hôpitaux de Paris,Assistance Publique – Hôpitaux de Paris,https://ror.org/00pg5jh14,both,00pg5jh14
Assistance Publique - Hôpitaux de Paris,2016.0,NCT01748084,2012-001636-56,Interventional,Completed,False,False,False,Assistance Publique - Hôpitaux de Paris,Assistance Publique – Hôpitaux de Paris,https://ror.org/00pg5jh14,both,00pg5jh14
Assistance Publique - Hôpitaux de Paris,2014.0,NCT01739985,2009-017293-20,Interventional,Completed,True,False,False,Assistance Publique - Hôpitaux de Paris,Assistance Publique – Hôpitaux de Paris,https://ror.org/00pg5jh14,both,00pg5jh14
Assistance Publique - Hôpitaux de Paris,2015.0,NCT01732185,,Interventional,Completed,True,False,False,Assistance Publique - Hôpitaux de Paris,Assistance Publique – Hôpitaux de Paris,https://ror.org/00pg5jh14,both,00pg5jh14
Assistance Publique - Hôpitaux de Paris,2016.0,NCT01732172,,Interventional,Completed,False,False,False,Assistance Publique - Hôpitaux de Paris,Assistance Publique – Hôpitaux de Paris,https://ror.org/00pg5jh14,both,00pg5jh14
Assistance Publique - Hôpitaux de Paris,2014.0,NCT01732159,,Interventional,Completed,True,False,True,Assistance Publique - Hôpitaux de Paris,Assistance Publique – Hôpitaux de Paris,https://ror.org/00pg5jh14,both,00pg5jh14
Assistance Publique - Hôpitaux de Paris,2017.0,NCT01732146,2012-001417-17,Interventional,Completed,False,False,False,Assistance Publique - Hôpitaux de Paris,Assistance Publique – Hôpitaux de Paris,https://ror.org/00pg5jh14,both,00pg5jh14
Assistance Publique - Hôpitaux de Paris,2017.0,NCT01731431,,Interventional,Completed,True,True,True,Assistance Publique - Hôpitaux de Paris,Assistance Publique – Hôpitaux de Paris,https://ror.org/00pg5jh14,both,00pg5jh14
Assistance Publique - Hôpitaux de Paris,2016.0,NCT01688349,,Interventional,Completed,False,False,False,Assistance Publique - Hôpitaux de Paris,Assistance Publique – Hôpitaux de Paris,https://ror.org/00pg5jh14,both,00pg5jh14
Assistance Publique - Hôpitaux de Paris,2014.0,NCT01687517,,Interventional,Completed,False,False,False,Assistance Publique - Hôpitaux de Paris,Assistance Publique – Hôpitaux de Paris,https://ror.org/00pg5jh14,both,00pg5jh14
Assistance Publique - Hôpitaux de Paris,2013.0,NCT01658254,,Interventional,Completed,True,False,True,Assistance Publique - Hôpitaux de Paris,Assistance Publique – Hôpitaux de Paris,https://ror.org/00pg5jh14,both,00pg5jh14
Assistance Publique - Hôpitaux de Paris,2012.0,NCT01657578,2006-005335-16,Interventional,Completed,False,False,False,Assistance Publique - Hôpitaux de Paris,Assistance Publique – Hôpitaux de Paris,https://ror.org/00pg5jh14,both,00pg5jh14
Assistance Publique - Hôpitaux de Paris,2016.0,NCT01654731,,Interventional,Completed,True,False,True,Assistance Publique - Hôpitaux de Paris,Assistance Publique – Hôpitaux de Paris,https://ror.org/00pg5jh14,both,00pg5jh14
Assistance Publique - Hôpitaux de Paris,2015.0,NCT01651546,,Interventional,Completed,False,False,False,Assistance Publique - Hôpitaux de Paris,Assistance Publique – Hôpitaux de Paris,https://ror.org/00pg5jh14,both,00pg5jh14
Assistance Publique - Hôpitaux de Paris,2020.0,NCT01648894,,Interventional,Completed,True,True,True,Assistance Publique - Hôpitaux de Paris,Assistance Publique – Hôpitaux de Paris,https://ror.org/00pg5jh14,both,00pg5jh14
Assistance Publique - Hôpitaux de Paris,2016.0,NCT01648738,,Interventional,Completed,True,False,True,Assistance Publique - Hôpitaux de Paris,Assistance Publique – Hôpitaux de Paris,https://ror.org/00pg5jh14,both,00pg5jh14
Assistance Publique - Hôpitaux de Paris,2015.0,NCT01648686,,Interventional,Completed,False,False,False,Assistance Publique - Hôpitaux de Paris,Assistance Publique – Hôpitaux de Paris,https://ror.org/00pg5jh14,both,00pg5jh14
Assistance Publique - Hôpitaux de Paris,2021.0,NCT01648634,2010-020047-12,Interventional,Completed,False,False,False,Assistance Publique - Hôpitaux de Paris,Assistance Publique – Hôpitaux de Paris,https://ror.org/00pg5jh14,both,00pg5jh14
Assistance Publique - Hôpitaux de Paris,2008.0,NCT00144885,,Interventional,Completed,True,False,False,Assistance Publique - Hôpitaux de Paris,Assistance Publique – Hôpitaux de Paris,https://ror.org/00pg5jh14,both,00pg5jh14
Assistance Publique - Hôpitaux de Paris,2007.0,NCT00135590,,Interventional,Completed,True,False,False,Assistance Publique - Hôpitaux de Paris,Assistance Publique – Hôpitaux de Paris,https://ror.org/00pg5jh14,both,00pg5jh14
Assistance Publique - Hôpitaux de Paris,2006.0,NCT00122733,,Interventional,Completed,False,False,False,Assistance Publique - Hôpitaux de Paris,Assistance Publique – Hôpitaux de Paris,https://ror.org/00pg5jh14,both,00pg5jh14
Assistance Publique - Hôpitaux de Paris,2005.0,NCT00122707,,Interventional,Completed,True,False,False,Assistance Publique - Hôpitaux de Paris,Assistance Publique – Hôpitaux de Paris,https://ror.org/00pg5jh14,both,00pg5jh14
Assistance Publique - Hôpitaux de Paris,2012.0,NCT00873717,,Interventional,Completed,False,False,False,Assistance Publique - Hôpitaux de Paris,Assistance Publique – Hôpitaux de Paris,https://ror.org/00pg5jh14,both,00pg5jh14
Assistance Publique - Hôpitaux de Paris,2018.0,NCT02570516,,Interventional,Completed,True,False,True,Assistance Publique - Hôpitaux de Paris,Assistance Publique – Hôpitaux de Paris,https://ror.org/00pg5jh14,both,00pg5jh14
Assistance Publique - Hôpitaux de Paris,2018.0,NCT02433522,2012-001963-66,Interventional,Completed,True,False,True,Assistance Publique - Hôpitaux de Paris,Assistance Publique – Hôpitaux de Paris,https://ror.org/00pg5jh14,both,00pg5jh14
Assistance Publique - Hôpitaux de Paris,2017.0,NCT02424474,,Interventional,Completed,True,False,True,Assistance Publique - Hôpitaux de Paris,Assistance Publique – Hôpitaux de Paris,https://ror.org/00pg5jh14,both,00pg5jh14
Assistance Publique - Hôpitaux de Paris,2017.0,NCT02414126,,Interventional,Completed,False,False,False,Assistance Publique - Hôpitaux de Paris,Assistance Publique – Hôpitaux de Paris,https://ror.org/00pg5jh14,both,00pg5jh14
Assistance Publique - Hôpitaux de Paris,2018.0,NCT02404337,,Interventional,Completed,True,False,False,Assistance Publique - Hôpitaux de Paris,Assistance Publique – Hôpitaux de Paris,https://ror.org/00pg5jh14,both,00pg5jh14
Assistance Publique - Hôpitaux de Paris,2019.0,NCT02400541,,Interventional,Completed,False,False,False,Assistance Publique - Hôpitaux de Paris,Assistance Publique – Hôpitaux de Paris,https://ror.org/00pg5jh14,both,00pg5jh14
Assistance Publique - Hôpitaux de Paris,2022.0,NCT02390895,,Interventional,Completed,True,True,True,Assistance Publique - Hôpitaux de Paris,Assistance Publique – Hôpitaux de Paris,https://ror.org/00pg5jh14,both,00pg5jh14
Assistance Publique - Hôpitaux de Paris,2019.0,NCT02390596,2014-002715-41,Interventional,Completed,True,False,True,Assistance Publique - Hôpitaux de Paris,Assistance Publique – Hôpitaux de Paris,https://ror.org/00pg5jh14,both,00pg5jh14
Assistance Publique - Hôpitaux de Paris,2017.0,NCT02175251,,Interventional,Completed,False,False,False,Assistance Publique - Hôpitaux de Paris,Assistance Publique – Hôpitaux de Paris,https://ror.org/00pg5jh14,both,00pg5jh14
Assistance Publique - Hôpitaux de Paris,2017.0,NCT02147717,,Interventional,Completed,False,False,False,Assistance Publique - Hôpitaux de Paris,Assistance Publique – Hôpitaux de Paris,https://ror.org/00pg5jh14,both,00pg5jh14
Assistance Publique - Hôpitaux de Paris,2018.0,NCT02144558,,Interventional,Completed,False,False,False,Assistance Publique - Hôpitaux de Paris,Assistance Publique – Hôpitaux de Paris,https://ror.org/00pg5jh14,both,00pg5jh14
Assistance Publique - Hôpitaux de Paris,2017.0,NCT02134899,2012-004265-41,Interventional,Completed,False,False,False,Assistance Publique - Hôpitaux de Paris,Assistance Publique – Hôpitaux de Paris,https://ror.org/00pg5jh14,both,00pg5jh14
Assistance Publique - Hôpitaux de Paris,2017.0,NCT02134171,,Interventional,Completed,False,False,False,Assistance Publique - Hôpitaux de Paris,Assistance Publique – Hôpitaux de Paris,https://ror.org/00pg5jh14,both,00pg5jh14
Assistance Publique - Hôpitaux de Paris,2018.0,NCT02134158,,Interventional,Completed,False,True,True,Assistance Publique - Hôpitaux de Paris,Assistance Publique – Hôpitaux de Paris,https://ror.org/00pg5jh14,both,00pg5jh14
Assistance Publique - Hôpitaux de Paris,2014.0,NCT02127567,,Interventional,Completed,True,True,True,Assistance Publique - Hôpitaux de Paris,Assistance Publique – Hôpitaux de Paris,https://ror.org/00pg5jh14,both,00pg5jh14
Assistance Publique - Hôpitaux de Paris,2016.0,NCT02127515,,Interventional,Completed,True,False,True,Assistance Publique - Hôpitaux de Paris,Assistance Publique – Hôpitaux de Paris,https://ror.org/00pg5jh14,both,00pg5jh14
Assistance Publique - Hôpitaux de Paris,2019.0,NCT02117453,2013-002531-15,Interventional,Completed,False,False,False,Assistance Publique - Hôpitaux de Paris,Assistance Publique – Hôpitaux de Paris,https://ror.org/00pg5jh14,both,00pg5jh14
Assistance Publique - Hôpitaux de Paris,2014.0,NCT02110797,,Interventional,Completed,False,False,False,Assistance Publique - Hôpitaux de Paris,Assistance Publique – Hôpitaux de Paris,https://ror.org/00pg5jh14,both,00pg5jh14
Assistance Publique - Hôpitaux de Paris,2016.0,NCT02106169,,Interventional,Completed,False,False,False,Assistance Publique - Hôpitaux de Paris,Assistance Publique – Hôpitaux de Paris,https://ror.org/00pg5jh14,both,00pg5jh14
Assistance Publique - Hôpitaux de Paris,2016.0,NCT02105155,,Interventional,Completed,True,False,True,Assistance Publique - Hôpitaux de Paris,Assistance Publique – Hôpitaux de Paris,https://ror.org/00pg5jh14,both,00pg5jh14
Assistance Publique - Hôpitaux de Paris,2019.0,NCT02101333,2013-005039-26,Interventional,Completed,True,False,True,Assistance Publique - Hôpitaux de Paris,Assistance Publique – Hôpitaux de Paris,https://ror.org/00pg5jh14,both,00pg5jh14
Assistance Publique - Hôpitaux de Paris,2017.0,NCT02097797,,Interventional,Completed,True,False,True,Assistance Publique - Hôpitaux de Paris,Assistance Publique – Hôpitaux de Paris,https://ror.org/00pg5jh14,both,00pg5jh14
Assistance Publique - Hôpitaux de Paris,2015.0,NCT02096822,,Interventional,Completed,False,False,False,Assistance Publique - Hôpitaux de Paris,Assistance Publique – Hôpitaux de Paris,https://ror.org/00pg5jh14,both,00pg5jh14
Assistance Publique - Hôpitaux de Paris,2017.0,NCT02084433,,Interventional,Completed,True,True,True,Assistance Publique - Hôpitaux de Paris,Assistance Publique – Hôpitaux de Paris,https://ror.org/00pg5jh14,both,00pg5jh14
Assistance Publique - Hôpitaux de Paris,2017.0,NCT02080754,,Interventional,Completed,True,False,True,Assistance Publique - Hôpitaux de Paris,Assistance Publique – Hôpitaux de Paris,https://ror.org/00pg5jh14,both,00pg5jh14
Assistance Publique - Hôpitaux de Paris,2013.0,NCT02066506,,Interventional,Completed,False,False,False,Assistance Publique - Hôpitaux de Paris,Assistance Publique – Hôpitaux de Paris,https://ror.org/00pg5jh14,both,00pg5jh14
Assistance Publique - Hôpitaux de Paris,2016.0,NCT02061020,,Interventional,Completed,True,False,False,Assistance Publique - Hôpitaux de Paris,Assistance Publique – Hôpitaux de Paris,https://ror.org/00pg5jh14,both,00pg5jh14
Assistance Publique - Hôpitaux de Paris,2019.0,NCT02059551,,Interventional,Completed,False,False,False,Assistance Publique - Hôpitaux de Paris,Assistance Publique – Hôpitaux de Paris,https://ror.org/00pg5jh14,both,00pg5jh14
Assistance Publique - Hôpitaux de Paris,2018.0,NCT02041871,,Interventional,Completed,False,True,True,Assistance Publique - Hôpitaux de Paris,Assistance Publique – Hôpitaux de Paris,https://ror.org/00pg5jh14,both,00pg5jh14
Assistance Publique - Hôpitaux de Paris,2016.0,NCT02041780,,Interventional,Completed,False,False,False,Assistance Publique - Hôpitaux de Paris,Assistance Publique – Hôpitaux de Paris,https://ror.org/00pg5jh14,both,00pg5jh14
Assistance Publique - Hôpitaux de Paris,2017.0,NCT02041676,,Interventional,Completed,False,False,False,Assistance Publique - Hôpitaux de Paris,Assistance Publique – Hôpitaux de Paris,https://ror.org/00pg5jh14,both,00pg5jh14
Assistance Publique - Hôpitaux de Paris,2018.0,NCT02041663,,Interventional,Completed,False,False,False,Assistance Publique - Hôpitaux de Paris,Assistance Publique – Hôpitaux de Paris,https://ror.org/00pg5jh14,both,00pg5jh14
Assistance Publique - Hôpitaux de Paris,2014.0,NCT02036736,,Interventional,Completed,False,False,False,Assistance Publique - Hôpitaux de Paris,Assistance Publique – Hôpitaux de Paris,https://ror.org/00pg5jh14,both,00pg5jh14
Assistance Publique - Hôpitaux de Paris,2020.0,NCT02032381,,Interventional,Completed,False,False,False,Assistance Publique - Hôpitaux de Paris,Assistance Publique – Hôpitaux de Paris,https://ror.org/00pg5jh14,both,00pg5jh14
Assistance Publique - Hôpitaux de Paris,2017.0,NCT02030613,,Interventional,Completed,False,False,False,Assistance Publique - Hôpitaux de Paris,Assistance Publique – Hôpitaux de Paris,https://ror.org/00pg5jh14,both,00pg5jh14
Assistance Publique - Hôpitaux de Paris,2015.0,NCT02010268,,Interventional,Completed,True,False,False,Assistance Publique - Hôpitaux de Paris,Assistance Publique – Hôpitaux de Paris,https://ror.org/00pg5jh14,both,00pg5jh14
Assistance Publique - Hôpitaux de Paris,2013.0,NCT01984944,2009-011842-24,Interventional,Completed,False,False,False,Assistance Publique - Hôpitaux de Paris,Assistance Publique – Hôpitaux de Paris,https://ror.org/00pg5jh14,both,00pg5jh14
Assistance Publique - Hôpitaux de Paris,2017.0,NCT01966510,,Interventional,Completed,False,False,False,Assistance Publique - Hôpitaux de Paris,Assistance Publique – Hôpitaux de Paris,https://ror.org/00pg5jh14,both,00pg5jh14
Assistance Publique - Hôpitaux de Paris,2016.0,NCT01952522,,Interventional,Completed,False,False,False,Assistance Publique - Hôpitaux de Paris,Assistance Publique – Hôpitaux de Paris,https://ror.org/00pg5jh14,both,00pg5jh14
Assistance Publique - Hôpitaux de Paris,2017.0,NCT01944150,,Interventional,Completed,True,False,False,Assistance Publique - Hôpitaux de Paris,Assistance Publique – Hôpitaux de Paris,https://ror.org/00pg5jh14,both,00pg5jh14
Assistance Publique - Hôpitaux de Paris,2016.0,NCT01932190,,Interventional,Completed,True,True,True,Assistance Publique - Hôpitaux de Paris,Assistance Publique – Hôpitaux de Paris,https://ror.org/00pg5jh14,both,00pg5jh14
Assistance Publique - Hôpitaux de Paris,2023.0,NCT03530384,,Interventional,Completed,False,False,False,Assistance Publique - Hôpitaux de Paris,Assistance Publique – Hôpitaux de Paris,https://ror.org/00pg5jh14,both,00pg5jh14
Assistance Publique - Hôpitaux de Paris,2020.0,NCT03498820,,Interventional,Completed,False,False,False,Assistance Publique - Hôpitaux de Paris,Assistance Publique – Hôpitaux de Paris,https://ror.org/00pg5jh14,both,00pg5jh14
Assistance Publique - Hôpitaux de Paris,2018.0,NCT03487237,,Interventional,Completed,False,False,False,Assistance Publique - Hôpitaux de Paris,Assistance Publique – Hôpitaux de Paris,https://ror.org/00pg5jh14,both,00pg5jh14
Assistance Publique - Hôpitaux de Paris,2023.0,NCT03284138,,Interventional,Completed,False,False,False,Assistance Publique - Hôpitaux de Paris,Assistance Publique – Hôpitaux de Paris,https://ror.org/00pg5jh14,both,00pg5jh14
Assistance Publique - Hôpitaux de Paris,2018.0,NCT03207997,,Interventional,Completed,False,False,False,Assistance Publique - Hôpitaux de Paris,Assistance Publique – Hôpitaux de Paris,https://ror.org/00pg5jh14,both,00pg5jh14
Assistance Publique - Hôpitaux de Paris,2021.0,NCT02961907,,Interventional,Completed,True,True,True,Assistance Publique - Hôpitaux de Paris,Assistance Publique – Hôpitaux de Paris,https://ror.org/00pg5jh14,both,00pg5jh14
Assistance Publique - Hôpitaux de Paris,2019.0,NCT02955017,,Interventional,Completed,False,False,False,Assistance Publique - Hôpitaux de Paris,Assistance Publique – Hôpitaux de Paris,https://ror.org/00pg5jh14,both,00pg5jh14
Assistance Publique - Hôpitaux de Paris,2019.0,NCT02948322,,Interventional,Completed,False,False,False,Assistance Publique - Hôpitaux de Paris,Assistance Publique – Hôpitaux de Paris,https://ror.org/00pg5jh14,both,00pg5jh14
Assistance Publique - Hôpitaux de Paris,2021.0,NCT02905734,,Interventional,Completed,False,False,False,Assistance Publique - Hôpitaux de Paris,Assistance Publique – Hôpitaux de Paris,https://ror.org/00pg5jh14,both,00pg5jh14
Assistance Publique - Hôpitaux de Paris,2013.0,NCT02898012,,Interventional,Completed,True,False,False,Assistance Publique - Hôpitaux de Paris,Assistance Publique – Hôpitaux de Paris,https://ror.org/00pg5jh14,both,00pg5jh14
Assistance Publique - Hôpitaux de Paris,2019.0,NCT03118362,,Interventional,Completed,False,False,False,Assistance Publique - Hôpitaux de Paris,Assistance Publique – Hôpitaux de Paris,https://ror.org/00pg5jh14,both,00pg5jh14
Assistance Publique - Hôpitaux de Paris,2020.0,NCT02897076,,Interventional,Completed,True,False,True,Assistance Publique - Hôpitaux de Paris,Assistance Publique – Hôpitaux de Paris,https://ror.org/00pg5jh14,both,00pg5jh14
Assistance Publique - Hôpitaux de Paris,2019.0,NCT02892942,,Interventional,Completed,False,False,False,Assistance Publique - Hôpitaux de Paris,Assistance Publique – Hôpitaux de Paris,https://ror.org/00pg5jh14,both,00pg5jh14
Assistance Publique - Hôpitaux de Paris,2021.0,NCT03069703,2016-002888-33,Interventional,Completed,False,False,False,Assistance Publique - Hôpitaux de Paris,Assistance Publique – Hôpitaux de Paris,https://ror.org/00pg5jh14,both,00pg5jh14
Assistance Publique - Hôpitaux de Paris,2020.0,NCT02883556,2016-002076-28,Interventional,Completed,True,True,True,Assistance Publique - Hôpitaux de Paris,Assistance Publique – Hôpitaux de Paris,https://ror.org/00pg5jh14,both,00pg5jh14
Assistance Publique - Hôpitaux de Paris,2020.0,NCT02876679,2016-002129-12,Interventional,Completed,True,True,True,Assistance Publique - Hôpitaux de Paris,Assistance Publique – Hôpitaux de Paris,https://ror.org/00pg5jh14,both,00pg5jh14
Assistance Publique - Hôpitaux de Paris,2014.0,NCT02876653,,Interventional,Completed,False,False,False,Assistance Publique - Hôpitaux de Paris,Assistance Publique – Hôpitaux de Paris,https://ror.org/00pg5jh14,both,00pg5jh14
Assistance Publique - Hôpitaux de Paris,2021.0,NCT02869945,,Interventional,Completed,False,False,False,Assistance Publique - Hôpitaux de Paris,Assistance Publique – Hôpitaux de Paris,https://ror.org/00pg5jh14,both,00pg5jh14
Assistance Publique - Hôpitaux de Paris,2018.0,NCT02855320,,Interventional,Completed,True,False,False,Assistance Publique - Hôpitaux de Paris,Assistance Publique – Hôpitaux de Paris,https://ror.org/00pg5jh14,both,00pg5jh14
Assistance Publique - Hôpitaux de Paris,2022.0,NCT02841215,,Interventional,Completed,False,False,False,Assistance Publique - Hôpitaux de Paris,Assistance Publique – Hôpitaux de Paris,https://ror.org/00pg5jh14,both,00pg5jh14
Assistance Publique - Hôpitaux de Paris,2022.0,NCT04420026,,Interventional,Completed,False,False,False,Assistance Publique - Hôpitaux de Paris,Assistance Publique – Hôpitaux de Paris,https://ror.org/00pg5jh14,both,00pg5jh14
Assistance Publique - Hôpitaux de Paris,2020.0,NCT03839537,,Interventional,Completed,False,False,False,Assistance Publique - Hôpitaux de Paris,Assistance Publique – Hôpitaux de Paris,https://ror.org/00pg5jh14,both,00pg5jh14
Assistance Publique - Hôpitaux de Paris,2020.0,NCT04384952,,Interventional,Completed,True,False,True,Assistance Publique - Hôpitaux de Paris,Assistance Publique – Hôpitaux de Paris,https://ror.org/00pg5jh14,both,00pg5jh14
Assistance Publique - Hôpitaux de Paris,2023.0,NCT03836443,,Interventional,Completed,False,False,False,Assistance Publique - Hôpitaux de Paris,Assistance Publique – Hôpitaux de Paris,https://ror.org/00pg5jh14,both,00pg5jh14
Assistance Publique - Hôpitaux de Paris,2023.0,NCT03832556,,Interventional,Completed,True,True,True,Assistance Publique - Hôpitaux de Paris,Assistance Publique – Hôpitaux de Paris,https://ror.org/00pg5jh14,both,00pg5jh14
Assistance Publique - Hôpitaux de Paris,2020.0,NCT03819036,,Interventional,Completed,False,False,False,Assistance Publique - Hôpitaux de Paris,Assistance Publique – Hôpitaux de Paris,https://ror.org/00pg5jh14,both,00pg5jh14
Assistance Publique - Hôpitaux de Paris,2021.0,NCT03812627,,Interventional,Completed,False,False,False,Assistance Publique - Hôpitaux de Paris,Assistance Publique – Hôpitaux de Paris,https://ror.org/00pg5jh14,both,00pg5jh14
Assistance Publique - Hôpitaux de Paris,2021.0,NCT04366817,,Interventional,Completed,True,False,True,Assistance Publique - Hôpitaux de Paris,Assistance Publique – Hôpitaux de Paris,https://ror.org/00pg5jh14,both,00pg5jh14
Assistance Publique - Hôpitaux de Paris,2021.0,NCT04357457,2020-001909-22,Interventional,Completed,True,True,True,Assistance Publique - Hôpitaux de Paris,Assistance Publique – Hôpitaux de Paris,https://ror.org/00pg5jh14,both,00pg5jh14
Assistance Publique - Hôpitaux de Paris,2021.0,NCT04357444,2020-001571-32,Interventional,Completed,False,False,False,Assistance Publique - Hôpitaux de Paris,Assistance Publique – Hôpitaux de Paris,https://ror.org/00pg5jh14,both,00pg5jh14
Assistance Publique - Hôpitaux de Paris,2021.0,NCT04355234,,Interventional,Completed,False,False,False,Assistance Publique - Hôpitaux de Paris,Assistance Publique – Hôpitaux de Paris,https://ror.org/00pg5jh14,both,00pg5jh14
Assistance Publique - Hôpitaux de Paris,2020.0,NCT03410303,,Interventional,Completed,False,False,False,Assistance Publique - Hôpitaux de Paris,Assistance Publique – Hôpitaux de Paris,https://ror.org/00pg5jh14,both,00pg5jh14
Assistance Publique - Hôpitaux de Paris,2023.0,NCT03406572,,Interventional,Completed,False,True,True,Assistance Publique - Hôpitaux de Paris,Assistance Publique – Hôpitaux de Paris,https://ror.org/00pg5jh14,both,00pg5jh14
Assistance Publique - Hôpitaux de Paris,2019.0,NCT03396146,,Interventional,Completed,False,False,False,Assistance Publique - Hôpitaux de Paris,Assistance Publique – Hôpitaux de Paris,https://ror.org/00pg5jh14,both,00pg5jh14
Assistance Publique - Hôpitaux de Paris,2021.0,NCT03395795,,Interventional,Completed,False,False,False,Assistance Publique - Hôpitaux de Paris,Assistance Publique – Hôpitaux de Paris,https://ror.org/00pg5jh14,both,00pg5jh14
Assistance Publique - Hôpitaux de Paris,2020.0,NCT03385668,2017-002782-22,Interventional,Completed,False,False,False,Assistance Publique - Hôpitaux de Paris,Assistance Publique – Hôpitaux de Paris,https://ror.org/00pg5jh14,both,00pg5jh14
Assistance Publique - Hôpitaux de Paris,2021.0,NCT03380559,2017-001709-33,Interventional,Completed,False,False,False,Assistance Publique - Hôpitaux de Paris,Assistance Publique – Hôpitaux de Paris,https://ror.org/00pg5jh14,both,00pg5jh14
Assistance Publique - Hôpitaux de Paris,2020.0,NCT03347344,2017-001481-23,Interventional,Completed,True,False,True,Assistance Publique - Hôpitaux de Paris,Assistance Publique – Hôpitaux de Paris,https://ror.org/00pg5jh14,both,00pg5jh14
Assistance Publique - Hôpitaux de Paris,2019.0,NCT03325764,,Interventional,Completed,True,True,True,Assistance Publique - Hôpitaux de Paris,Assistance Publique – Hôpitaux de Paris,https://ror.org/00pg5jh14,both,00pg5jh14
Assistance Publique - Hôpitaux de Paris,2022.0,NCT04874623,,Interventional,Completed,False,False,False,Assistance Publique - Hôpitaux de Paris,Assistance Publique – Hôpitaux de Paris,https://ror.org/00pg5jh14,both,00pg5jh14
Assistance Publique - Hôpitaux de Paris,2021.0,NCT05204069,,Interventional,Completed,False,False,False,Assistance Publique - Hôpitaux de Paris,Assistance Publique – Hôpitaux de Paris,https://ror.org/00pg5jh14,both,00pg5jh14
Assistance Publique - Hôpitaux de Paris,2021.0,NCT04277273,,Interventional,Completed,False,False,False,Assistance Publique - Hôpitaux de Paris,Assistance Publique – Hôpitaux de Paris,https://ror.org/00pg5jh14,both,00pg5jh14
Assistance Publique - Hôpitaux de Paris,2021.0,NCT04237181,,Interventional,Completed,False,False,False,Assistance Publique - Hôpitaux de Paris,Assistance Publique – Hôpitaux de Paris,https://ror.org/00pg5jh14,both,00pg5jh14
Assistance Publique - Hôpitaux de Paris,2022.0,NCT03878251,,Interventional,Completed,False,False,False,Assistance Publique - Hôpitaux de Paris,Assistance Publique – Hôpitaux de Paris,https://ror.org/00pg5jh14,both,00pg5jh14
Assistance Publique - Hôpitaux de Paris,2021.0,NCT04413318,,Interventional,Completed,False,False,False,Assistance Publique - Hôpitaux de Paris,Assistance Publique – Hôpitaux de Paris,https://ror.org/00pg5jh14,both,00pg5jh14
Assistance Publique - Hôpitaux de Paris,2021.0,NCT04094441,,Interventional,Completed,False,False,False,Assistance Publique - Hôpitaux de Paris,Assistance Publique – Hôpitaux de Paris,https://ror.org/00pg5jh14,both,00pg5jh14
Assistance Publique - Hôpitaux de Paris,2022.0,NCT04007848,,Interventional,Completed,True,True,True,Assistance Publique - Hôpitaux de Paris,Assistance Publique – Hôpitaux de Paris,https://ror.org/00pg5jh14,both,00pg5jh14
Assistance Publique - Hôpitaux de Paris,2021.0,NCT03991052,,Interventional,Completed,False,False,False,Assistance Publique - Hôpitaux de Paris,Assistance Publique – Hôpitaux de Paris,https://ror.org/00pg5jh14,both,00pg5jh14
Assistance Publique - Hôpitaux de Paris,2020.0,NCT03965793,,Interventional,Completed,False,False,False,Assistance Publique - Hôpitaux de Paris,Assistance Publique – Hôpitaux de Paris,https://ror.org/00pg5jh14,both,00pg5jh14
Assistance Publique - Hôpitaux de Paris,2022.0,NCT03965702,,Interventional,Completed,False,False,False,Assistance Publique - Hôpitaux de Paris,Assistance Publique – Hôpitaux de Paris,https://ror.org/00pg5jh14,both,00pg5jh14
Assistance Publique - Hôpitaux de Paris,2011.0,NCT03025620,,Interventional,Completed,False,False,False,Assistance Publique - Hôpitaux de Paris,Assistance Publique – Hôpitaux de Paris,https://ror.org/00pg5jh14,both,00pg5jh14
Assistance Publique - Hôpitaux de Paris,2019.0,NCT03023345,,Interventional,Completed,False,False,False,Assistance Publique - Hôpitaux de Paris,Assistance Publique – Hôpitaux de Paris,https://ror.org/00pg5jh14,both,00pg5jh14
Assistance Publique - Hôpitaux de Paris,2020.0,NCT03194230,,Interventional,Completed,True,False,True,Assistance Publique - Hôpitaux de Paris,Assistance Publique – Hôpitaux de Paris,https://ror.org/00pg5jh14,both,00pg5jh14
Assistance Publique - Hôpitaux de Paris,2020.0,NCT02946502,,Interventional,Completed,True,False,True,Assistance Publique - Hôpitaux de Paris,Assistance Publique – Hôpitaux de Paris,https://ror.org/00pg5jh14,both,00pg5jh14
Assistance Publique - Hôpitaux de Paris,2022.0,NCT03187743,2017-002050-36,Interventional,Completed,False,False,False,Assistance Publique - Hôpitaux de Paris,Assistance Publique – Hôpitaux de Paris,https://ror.org/00pg5jh14,both,00pg5jh14
Assistance Publique - Hôpitaux de Paris,2021.0,NCT03187626,2016-003939-38,Interventional,Completed,True,True,True,Assistance Publique - Hôpitaux de Paris,Assistance Publique – Hôpitaux de Paris,https://ror.org/00pg5jh14,both,00pg5jh14
Assistance Publique - Hôpitaux de Paris,2021.0,NCT02929082,,Interventional,Completed,False,False,False,Assistance Publique - Hôpitaux de Paris,Assistance Publique – Hôpitaux de Paris,https://ror.org/00pg5jh14,both,00pg5jh14
