ISRCTN;NCTId;WHO;acronym;all_sources;delay_first_results_completion;delay_start_completion;delay_submission_start;design_allocation;enrollment_count;enrollment_type;eudraCT;first_publication_date;first_results_or_publication_date;french_location_only;has_publication_oa;has_publications_result;has_results;has_results_or_publications;intervention_type;ipd_sharing;ipd_sharing_description;lead_sponsor;lead_sponsor_type;location_country;location_facility;other_ids;primary_purpose;publication_access;publications_result;references;results_first_submit_date;results_first_submit_qc_date;snapshot_date;status;status_simplified;study_completion_date;study_completion_date_type;study_completion_year;study_first_submit_date;study_first_submit_qc_date;study_start_date;study_start_date_type;study_start_year;study_type;submission_temporality;time_perspective;title
;NCT02789046;;VENSCORE;clinical_trials;;730.0;-35.0;;3300.0;Actual;;;;True;;False;False;False;Procedure;;;University Hospital, Bordeaux;academique;France;"Institut Bergonié;Centre Hospitalier de Pau;Clinique Saint Augustin Bordeaux;Centre Hospitalier de Périgueux;Centre Hospitalier d'Agen;Hôpital d'instruction des Armées Robert Picqué;CHU Saint Pierre;Centre Médico-chirurgical Wallerstein;Centre Hospitalier d'Arcachon;Centre Hospitalier de Dax;Centre Hospitalier de Tahiti;Centre Hospitalier de la Cote Basque;Centre hospitalier Universitaire de Bordeaux;Centre Hospitalier de Libourne;Centre Hospitalier de Mont de Marsan;Centre Hospitalier Sud Gironde";;;;;;;;2022-11-28;Completed;Completed;2018-06-28T00:00:00;Actual;2018.0;2016-05-24T00:00:00;2016-05-26T00:00:00;2016-06-28T00:00:00;;2016.0;Observational;before_start;Prospective;DIFFICULT PERIPHERAL INTRAVENOUS ACCESS IN ADULT DURING THE PREOPERATIVE PERIOD
;NCT04480151;;ECI-BLAD;clinical_trials;;91.0;-191.0;;92.0;Actual;;;;True;;False;False;False;Other;No;;University Hospital, Bordeaux;academique;France;"CHU de Dijon-Bourgoigne;CHU de Toulouse;CHU de Bordeaux;CHU de Montpellier;CHU de Rennes";;;;;;;;2022-11-28;Completed;Completed;2021-04-21T00:00:00;Actual;2021.0;2020-07-13T00:00:00;2020-07-16T00:00:00;2021-01-20T00:00:00;Actual;2021.0;Observational;before_start;Retrospective;ExtraCorporeal Life Support (ECLS) Versus IMPELLA™ Pump as Bridge to Left Ventricular Assist Device
;NCT03754855;;MAINTAIN;clinical_trials;;224.0;-9.0;;590.0;Actual;;;;True;;False;False;False;Behavioral;No;;University Hospital, Bordeaux;academique;France;"Service de rhumatologie;CHU de Bordeaux - service de rhumatologie;Service de Rhumatologie";;;;;;;;2022-11-28;Completed;Completed;2019-07-10T00:00:00;Actual;2019.0;2018-11-19T00:00:00;2018-11-22T00:00:00;2018-11-28T00:00:00;Actual;2018.0;Observational;before_start;Cross-Sectional;Impact of Behavioral Factors on Treatment Adherence in a Sample of Rheumatoid Arthritis Patients
;NCT03550833;;Stress-PR;clinical_trials;;386.0;-16.0;;152.0;Actual;;;;True;;False;False;False;Biological;;;University Hospital, Bordeaux;academique;France;"Hôpital Suburbain du Bouscat;CH de Libourne - service de rhumatologie;CH de Pau - service de rhumatologie;CHU de Bordeaux - service de rhumatologie;CH de Dax - service de rhumatologie";;;;;;;;2022-11-28;Completed;Completed;2019-07-04T00:00:00;Actual;2019.0;2018-05-28T00:00:00;2018-05-28T00:00:00;2018-06-13T00:00:00;Actual;2018.0;Observational;before_start;Prospective;Impact of Life Events and Psychological Stress in Rheumatoid Arthritis Set-up : Case-control Study Within a Multifactorial and Integrative Psychological Model
;NCT03474536;;AFFIHLA-P;clinical_trials;;639.0;-9.0;;45.0;Actual;;;;True;;False;False;False;;No;;University Hospital, Bordeaux;academique;France;"Hôpital Foch;AP-HP Hôpital Bichat;CHU Bordeaux;Hôpital Européen Georges Pompidou;Hôpital Marie Lannelongue";;;;;;;;2022-11-28;Completed;Completed;2019-12-13T00:00:00;Actual;2019.0;2018-03-05T00:00:00;2018-03-15T00:00:00;2018-03-14T00:00:00;Actual;2018.0;Observational;before_start;Retrospective;Clinical Impact of Concentration and Affinity of HLA-DQ Antibodies in Lung Transplantation - AFFIHLA-P
;NCT02834546;;ACTES;clinical_trials;;598.0;-377.0;;143.0;Actual;;;;True;;False;False;False;Biological;;;University Hospital, Bordeaux;academique;France;"Institut Bergonié;CHU de Toulouse;CHU de Bordeaux;CHU de Limoges;CHU de Montpellier";;;;;;;;2022-11-28;Completed;Completed;2019-03-15T00:00:00;Actual;2019.0;2016-07-13T00:00:00;2016-07-13T00:00:00;2017-07-25T00:00:00;Actual;2017.0;Observational;before_start;Prospective;Correlation Between Sorafenib Plasma Concentrations, Toxicity and Disease Control Rate in Patients Treated by Sorafenib for Hepatocellular Carcinoma
;NCT02636543;;LIPEG;clinical_trials;;183.0;172.0;;325.0;Actual;;;;True;;False;False;False;Other;;;University Hospital, Bordeaux;academique;France;"CHRU de Montpellier - Hôpital Arnaud de Villeneuve;CHU de Toulouse - Hôpital Purpan;Hôpital Universitaire de Strasbourg;University Hospital Bordeaux;CHU de Rennes - Hôpital SUD";;;;;;;;2022-11-28;Completed;Completed;2015-12-28T00:00:00;Actual;2015.0;2015-12-17T00:00:00;2015-12-17T00:00:00;2015-06-28T00:00:00;;2015.0;Observational;during_study;Prospective;Evaluation of the Information Letter to Relatives in the Context of Genetic Assessments
;NCT02896829;;STIM-FU;clinical_trials;;2216.0;1232.0;;97.0;Actual;;;;True;;False;False;False;Behavioral;No;;University Hospital, Bordeaux;academique;France;"Institut Bergonié;Hôpital Henri-Mondor;Hôpital Edouard Herriot;CHU de Nice;Hôpital Morvan;Institut Paoli Calmette;Pôle de cancérologie;Hôpital Necker-Enfants Malades;CHU Brabois;CHU d'Angers;Hôpital Saint Louis;CHU de Poitiers;Hôpital Purpan;CHU de Bordeaux - Haut-Lévêque;Centre Hospitalier de La Roche Sur Yon;Hôpital Claude Huriez;Hôpital Civil;Centre Hospitalier de Versailles;CHU Hôtel-Dieu";;;;;;;;2022-11-28;Completed;Completed;2019-04-28T00:00:00;Actual;2019.0;2016-08-17T00:00:00;2016-09-06T00:00:00;2013-04-03T00:00:00;Actual;2013.0;Observational;during_study;Prospective;Follow-up of the Persistence of the Complete Molecular Remission After Stopping Imatinib Chronic Myeloid Leukemia
;NCT02825511;;CAC-CBC;clinical_trials;;1635.0;476.0;;2738.0;Actual;;;;True;;False;False;False;;No;;University Hospital, Bordeaux;academique;France;"Will (Dermatologue - Brumath);Tranchand (Dermatologue - Le Puy En Velay);Bacconier (Dermatologue - Marseille);Tanguy (Dermatologue - Pau);University Hospital of Bordeaux - Hospital Saint André;Chaussade (Dermatologue - Paris);CHU de Nice;Bailly (Dermatologue - Toulouse);Lulin (Dermatologue - Vendome);Bolzinger (Dermatologue - Nay);Ruto (Dermatologue - Evreux);Chu de Toulouse;Dupin (Dermatologue - Auch);Haberstroh (Dermatologue - Mulhouse);Jacquet (Dermatologue - Hyeres);Wiart (Dermatologue - Armentieres);Groupe Hospitalier de L'Institut Catholique de Lille";;;;;;;;2022-11-28;Completed;Completed;2019-09-06T00:00:00;Actual;2019.0;2016-07-04T00:00:00;2016-07-04T00:00:00;2015-03-16T00:00:00;Actual;2015.0;Observational;during_study;Prospective;Assessment of the Clinic-pathological Correlation of Basal Cell Carcinoma: Establishment of a Prospective Observational Cohort and Followed 3 Years
;NCT03292549;;ROPAN;clinical_trials;;731.0;806.0;;452.0;Actual;;;;True;;False;False;False;Procedure;No;;University Hospital, Bordeaux;academique;France;"CHU Tours;CH Saint Joseph;CHU Strasbourg;HCL Lyon;CHU Bordeaux;Hôpital Européen Georges Pompidou;CHU Rennes - Centre Eugène Marquis;CHU Grenoble;CH Foch;CHU Limoges;CHU Toulouse - Centre Claudius Régaud;CH Diaconesses;CHU Henri MONDOR;CHU La Pitié Salpétrière/ Kremlin Bicêtre;CHRU Lille";;;;;;;;2022-11-28;Completed;Completed;2016-04-28T00:00:00;Actual;2016.0;2016-07-12T00:00:00;2017-09-20T00:00:00;2014-04-28T00:00:00;Actual;2014.0;Observational;after_completion;Prospective;RObotic PArtial Nephrectomy National Study (RoPaN Study)
;NCT03708250;;PILBOUTOX;clinical_trials;;729.0;863.0;;510.0;Actual;;;;True;;True;False;True;;No;;University Hospital, Bordeaux;academique;France;Centre Anti Poison;;;;10.1007/s00455-022-10485-7;;;;2022-11-28;Completed;Completed;2018-05-31T00:00:00;Actual;2018.0;2018-10-12T00:00:00;2018-10-12T00:00:00;2016-06-01T00:00:00;Actual;2016.0;Observational;after_completion;Prospective;PilBouTox® Project: Prospective and Descriptive Study About Button Battery Poisoning Performed on Data Collected by French Poison Control Centres (PCC)
;NCT04804345;;APACHE;clinical_trials;;153.0;-21.0;;693.0;Actual;;;;True;;False;False;False;Other;No;;University Hospital, Bordeaux;academique;France;"Montpellier University Hospital;North Val de Seine Paris University Hospital;Bordeaux University Hospital;Lyon University Hospital;Georges Pompidou European University Hospital;Grenoble University Hospital;Nantes University Hospital";;;;;;;;2022-11-28;Completed;Completed;2021-08-31T00:00:00;Actual;2021.0;2021-03-10T00:00:00;2021-03-15T00:00:00;2021-03-31T00:00:00;Actual;2021.0;Observational;before_start;Retrospective;AProtinin Versus Tranexamic Acid in Cardiac Surgery Patients With High-risk for Excessive Bleeding
;NCT04481620;;PREDICTCovid19;clinical_trials;;246.0;-42.0;;1329.0;Actual;;;;True;;False;False;False;;No;;University Hospital, Bordeaux;academique;France;"Clinique Saint Augustin;Hôpitaux de Brabois CHU de Nancy;Hôpital Arnaud-de-Villeneuve CHU de Montpellier;CHU Bordeaux;CHU de Grenoble Alpes;Hôpital de la Milétrie CHU de Poitiers;Clinique Bordeaux Nord";;;;;;;;2022-11-28;Completed;Completed;2021-05-04T00:00:00;Actual;2021.0;2020-07-20T00:00:00;2020-07-21T00:00:00;2020-08-31T00:00:00;Actual;2020.0;Observational;before_start;Retrospective;Evelopment and Validation of a Prediction Model for the Transition From Mild to Moderate Form of COVID-19, Using Data From Chest CT
;NCT02823184;;PhiNESS;clinical_trials;;730.0;-307.0;;148.0;Actual;;;;True;;False;False;False;Biological;No;;University Hospital, Bordeaux;academique;France;"Chu de Bordeaux;Ch de Libourne;Chu de Brest;Chu Angers;Ch de La Cöte Basque;Ch de Dax;Crlcc Bergonie";;;;;;;;2022-11-28;Completed;Completed;2019-04-27T00:00:00;Actual;2019.0;2016-06-24T00:00:00;2016-07-05T00:00:00;2017-04-27T00:00:00;Actual;2017.0;Observational;before_start;Retrospective;Endoplasmic Reticulum Stress and Resistance to Treatments in Ph-negative Myeloproliferative Neoplasms
