statut,statut_label,statut_name,NCTId,eudraCT,CTIS,completion_year,clinical_trial_title,acronym,results_1y,results_3y,results,intervention_type
📙,orange,résultat et / ou publication posté dans les 36 mois,NCT02097797,,,2017,Impact of Fecal transPlantAtion on MiCrobotia and hosT in Crohn's Disease,IMPACT-Crohn,False,True,True,OTHER
📘,bleu,pas de résultat ni de publication,NCT02414126,,,2017,"Evaluation of Breathing, Sleep and the Effects of Continuous Positive Airway Pressure During Wakefulness in Children With Heart Failure",IC-E-PPC,False,False,False,DEVICE
📕,rouge,résultat et / ou publication posté,NCT01806883,,,2017,"Evaluation of the Effects of Rehabilitation Using the ""Wii"" on Upper Limb Kinematics in Chronic Stroke Patients.",WII,False,False,True,BEHAVIORAL
📘,bleu,pas de résultat ni de publication,NCT02738918,,,2017,Belatacept (Nulojix) in Renal Transplant Recipient With Mild Immunologic Risk Factor: a Pilot Prospective Study,BELACOR,False,False,False,DRUG
📗,vert,résultat et / ou publication posté dans les 12 mois,NCT01207037,,,2017,Study of Prognostic Factors of Acute Splenic Sequestration in a Cohort of Sickle Cell Disease (SCD) Children Diagnosed at Birth,SSADREPA,True,True,True,PROCEDURE
📕,rouge,résultat et / ou publication posté,NCT00987116,,,2017,Comparison of Two Tapering Strategies of Prednisone in Patients With Generalised Myasthenia Gravis Treated With Prednisone and Azathioprine: a Single-blind Randomised Controlled Multicenter Study,MYACOR,False,False,True,DRUG
📘,bleu,pas de résultat ni de publication,NCT00632645,,,2017,"Neuroleptic and Huntington Disease. Comparison of : Olanzapine, la Tetrabenazine and Tiapride. A Multicentric, Randomised, Controlled Study.",NEUROHD,False,False,False,DRUG
📘,bleu,pas de résultat ni de publication,NCT01732146,,,2017,Phase III Study of Efficacy of High Dose Erythropoietin to Prevent Hypoxic-ischemic Encephalopathy Sequelae in Term Newborn,Neurepo,False,False,False,DRUG
📗,vert,résultat et / ou publication posté dans les 12 mois,NCT02327026,,,2017,Initial Airway Management in Patients With Out-of-Hospital Cardiac Arrest: Tracheal Intubation vs. Bag-valve-mask Ventilation - CAAM STUDY,CAAM,True,True,True,PROCEDURE
📘,bleu,pas de résultat ni de publication,NCT01648933,,,2017,Perfusion Analysis Using Rubidium in Cardiac Sarcoidosis,PARCS,False,False,False,RADIATION
📗,vert,résultat et / ou publication posté dans les 12 mois,NCT02084433,,,2017,Comparison of Intraosseous Anaesthesia Using a Computerized System (QuickSleeper) to Conventional Anesthesia,QUICK,True,True,True,PROCEDURE
📘,bleu,pas de résultat ni de publication,NCT02856165,,,2017,High-flow Nasal Oxygen Therapy (Optiflow) in Hospitalized Infant With Moderate-to-severe Bronchiolitis: Multicentric Randomized Controlled Trial,BRONCHOPTI,False,False,False,DEVICE
📘,bleu,pas de résultat ni de publication,NCT02147717,,,2017,Laser Acupuncture and Pain Management in Preterm Infants Undergoing Patent Ductus Arteriosus Ligation,ELAPPS,False,False,False,DEVICE
📗,vert,résultat et / ou publication posté dans les 12 mois,NCT02375919,,,2017,The Pulmonary Embolism Rule Out Criteria (PERC) Rule to Exclude the Diagnosis of Pulmonary Embolism in Emergency Low Risk Patients: a Non-inferiority Randomized Controlled Trial,PROPER,True,True,True,OTHER
📗,vert,résultat et / ou publication posté dans les 12 mois,NCT01772394,,,2017,Cognitive Remediation Therapy Effectiveness in Anorexia Nervosa: a Multicenter Randomized Clinical Study,TreCogAM,True,True,True,BEHAVIORAL
📗,vert,résultat et / ou publication posté dans les 12 mois,NCT01724827,,,2017,Ceramic Versus Composite in the Treatment by Inlays or Onlays of Posterior Teeth Affected by Tooth Substance Loss : a Multicenter Randomized Controlled Trial,CECOIA,True,True,True,DEVICE
📘,bleu,pas de résultat ni de publication,NCT01966510,,,2017,A Prospective Phase II Study to Evaluate Cord Blood Transplantation in Patients With Advanced Lymphoid Malignancies.,LYMPHCORD,False,False,False,OTHER
📘,bleu,pas de résultat ni de publication,NCT02333305,,,2017,Evolution of Albumin on AOA1 Patients Supplemented With Coenzyme Q10,AOA1,False,False,False,DIETARY_SUPPLEMENT
📘,bleu,pas de résultat ni de publication,NCT01490476,,,2017,"A Single Arm, Single Center, Phase II Trial of RAD001 as Monotherapy in the Treatment of Neurofibromatosis Type 2 - Related Vestibular Schwannoma",AFINF2,False,False,False,DRUG
📘,bleu,pas de résultat ni de publication,NCT02041676,,,2017,Evaluating the Impact of Chest Physiotherapy Technique Increasing Inspiratory Flow on Weaning From Non Invasive Ventilation (KVNI) Pilot Study,KVNI,False,False,False,PROCEDURE
📗,vert,résultat et / ou publication posté dans les 12 mois,NCT01655017,,,2018,Fibrosis a New Pathological Actor in Adipose Tissue,fibrota,True,True,True,PROCEDURE
📘,bleu,pas de résultat ni de publication,NCT02225717,,,2018,Markers of Fetal Membranes Remodelling in Cervicovaginal Fluid and Delivery,TrophY2,False,False,False,PROCEDURE
📘,bleu,pas de résultat ni de publication,,2014-005428-81,,2018,"A Phase I/II, Open-Label, Multicentre Study to Assess The Safety, Tolerability, Pharmacokinetics and Clinical Efficacy of AZD4547 in Patients with glioma positive for an FGFR fusion Relapsed/Refractory -TARGET study 
 
 
 
 
 
 
 Etude de Phase I/II en ouvert, multicentrique évaluant l'innocuité, la tolérance, la pharmacocinétique et l'efficacité de l'AZD4547 chez des patients porteurs d'un gliome exprimant un gène de fusion FGFR en rechute ou réfractaires. Traitement par l'AZD4547 des gliomes malins en récidive exprimant le gène FGFR-TACC. Etude TARGET.",TARGET,False,False,False,
📙,orange,résultat et / ou publication posté dans les 36 mois,,2006-000995-33,,2018,EuroNet-Paediatric Hodgkin's Lymphoma Group / First International inter-group study for classical Hodgkin’s lymphoma in children and adolescents,EURONET PHL C1,False,True,True,
📘,bleu,pas de résultat ni de publication,NCT03555929,,,2018,"Impact on Sensitivity and Motor Block Duration of an Intravenous Dexamethasone Injected 90 Min After Making an Axillary Block With Mepivacaine. A Prospective, Randomized, Placebo-controlled Study",DEXA-rescue,False,False,False,DRUG
📗,vert,résultat et / ou publication posté dans les 12 mois,NCT02066519,,,2018,Benefits and Tolerance of Exercise in Patients With Generalized and Stabilized Myasthenia Gravis,MGEX,True,True,True,BEHAVIORAL
📘,bleu,pas de résultat ni de publication,NCT03492567,,,2018,Study of Circulating Monocytes as Predictive Biomarker of Osteoclastogenesis in Cystic Fibrosis-related Bone Loss. Impact of CFTR Correctors.,MUCO-OS,False,False,False,BIOLOGICAL
📘,bleu,pas de résultat ni de publication,NCT01870024,,,2018,"Comparison Between Lorazepam, Clonazepam and Clonazepam + Fosphenytoin for the Treatment of Out-of-hospital Generalized Status Epilepticus in Adults Patients",LORACLOFT,False,False,False,DRUG
📗,vert,résultat et / ou publication posté dans les 12 mois,NCT02041871,,,2018,Interest of Preoperative Immunonutrition in Liver Resection for Cancer,PROPILS,True,True,True,DIETARY_SUPPLEMENT
📘,bleu,pas de résultat ni de publication,NCT02580812,,,2018,Multicentric Observational National Analysis of Listeriosis and Listeria : Evaluation of the Neurological Consequences of Perinatal Listeriosis Infection,MONALISABABY,False,False,False,OTHER
📙,orange,résultat et / ou publication posté dans les 36 mois,NCT01791868,,,2018,Randomized and Multicenter Study Assessing the Efficacy of Intravenous Sodium Valproate in Addition to First Line Anti Epileptic Treatment of Generalized Convulsive Status Epilepticus.,VALSE,False,True,True,DRUG
📘,bleu,pas de résultat ni de publication,NCT02041663,,,2018,Septic cArdiac Deficiency and MenIngococcal seveRe Sepsis,SAMIRA,False,False,False,BIOLOGICAL
📘,bleu,pas de résultat ni de publication,NCT02144558,,,2018,Evolution of Sperm Parameters and Study of Risk Factors of Impairment of Sperm Quality in Spinal Cord Injuries. Longitudinal Prospective Study.,FertiSCI,False,False,False,OTHER
📗,vert,résultat et / ou publication posté dans les 12 mois,NCT02134158,,,2018,Impact of Transcranial Direct Current Stimulation (tDCS) on Locomotion and Bipedal Equilibrium in Hemiplegic Patients: a Crossover Randomized Controlled Trial,HEMILOCOSTICOR,True,True,True,DEVICE
📘,bleu,pas de résultat ni de publication,NCT02477007,,,2018,Phase III Clinical Trial Studying Analgesic Efficacy of Morphine Alone or Combined With Paracetamol and/or Ibuprofen for Long-bones Fractures in Children,MORPHAPAIN,False,False,False,DRUG
📘,bleu,pas de résultat ni de publication,NCT02782026,,,2018,Exhaled Breath Olfactory Signature of Pulmonary Arterial Hypertension Detected by an Artificial Nose: A Clinical Validation Study,SNOOPY2,False,False,False,DEVICE
📕,rouge,résultat et / ou publication posté,NCT02892825,,,2018,Impact of Music on Hypertension During Cataract Surgery Performed Under Topical Anaesthesia,MUSICATOP,False,False,True,OTHER
📘,bleu,pas de résultat ni de publication,NCT02101320,,,2018,Contribution of a Hand-held Gamma Camera (TreCam) to the SNOLL(Occult Breast Lesion Localization Plus Sentinel Node Biopsy) Procedure in Breast Cancer,TRECAM,False,False,False,DEVICE
📘,bleu,pas de résultat ni de publication,NCT02494505,,,2018,Does the Mycophenolate Improve the Ability of Weaning Patients Off the Treatment in Chronic Inflammatory Demyelinating Polyradiculopathy (CIDP),MYCOPID,False,False,False,DRUG
📘,bleu,pas de résultat ni de publication,,2016-003332-21,,2018,Clairance de l'Acétate et du gluconate au cours du Remplissage vasculaire des brûlés graves:CARE  Clearance of Acetate during fluid REsuscitation in critically ill patients: The CARE trial,CARE,False,False,False,
📗,vert,résultat et / ou publication posté dans les 12 mois,NCT01570777,,,2018,Renal Denervation in Patients With Resistant Hypertension,DENER-HTN,True,True,True,PROCEDURE
📙,orange,résultat et / ou publication posté dans les 36 mois,NCT02433522,,,2018,Extended Follow Up of the Mainritsan 2 Study. Comparison Between a Long Term and a Conventional Maintenance Treatment With Rituximab: a Placebo- Controlled Randomized Trial,MAINRITSAN3,False,True,True,DRUG
📗,vert,résultat et / ou publication posté dans les 12 mois,NCT02634411,,,2018,Impact of the Duration of Antibiotics on Clinical Events in Patients With Pseudomonas Aeruginosa Ventilator-associated Pneumonia : a Randomized Controlled Study (iDIAPASON),iDIAPASON,True,True,True,DRUG
📘,bleu,pas de résultat ni de publication,NCT01916057,,,2018,"Multicenter Prospective Pilot Study Investigating Pathophysiology, Diagnostic and Therapeutic Strategies of Hepatosplenic Candidiasis",CANHPARI,False,False,False,DEVICE
📘,bleu,pas de résultat ni de publication,NCT01570764,,,2018,Intravenous Cyclophosphamide for the Treatment of Systemic Sclerosis Associated Interstitial Lung Disease,SCLEROCYC,False,False,False,DRUG
📘,bleu,pas de résultat ni de publication,NCT03207997,,,2018,MRI Quantification of Pulmonary Fibrosis in Scleroderma Patients by Using Elastic Registration Method: Feasibility Study,IRMSCLERO,False,False,False,OTHER
📗,vert,résultat et / ou publication posté dans les 12 mois,NCT03119376,,,2018,Evaluation of an Online Tool (COBPeer) Dedicated to Junior Peer Reviewers for Assessing the Reporting of Randomized Controlled Trial Reports,,True,True,True,OTHER
📗,vert,résultat et / ou publication posté dans les 12 mois,NCT00930033,,,2018,Randomized Phase III Trial Evaluating the Importance of Nephrectomy in Patients Presenting With Metastatic Renal Cell Carcinoma Treated With Sunitinib,CARMENA,True,True,True,PROCEDURE
📘,bleu,pas de résultat ni de publication,NCT01980030,,,2018,Using ROMIPLOSTINE for Persistent Thrombocytopenia With Transfusion-dependent Patients Who Received Allogeneic Hematopoietic Stem Cell,AGRAH003,False,False,False,DRUG
📙,orange,résultat et / ou publication posté dans les 36 mois,NCT02586948,,,2018,Physiological Study of Minimally Invasive Extracorporeal CO2 Removal in Exacerbations of COPD Requiring Invasive Mechanical Ventilation,EPHEBE,False,True,True,DEVICE
📗,vert,résultat et / ou publication posté dans les 12 mois,NCT02664454,,,2018,Compared Efficacy of Nurse-led and GP-led Geriatric Assessment in PrImary Care: A Pragmatic Three-arm Cluster Randomized Controlled Trial,CEPIA,True,True,True,OTHER
📗,vert,résultat et / ou publication posté dans les 12 mois,NCT02305264,,,2018,Imaging of Intracerebral Inflammation in the Progressive Phase of Multiple Sclerosis,INFLASEP,True,True,True,DRUG
📘,bleu,pas de résultat ni de publication,NCT02824133,,,2018,"A Phase I/II, Open-Label, Multicentre Study to Assess The Safety, Tolerability, Pharmacokinetics and Clinical Efficacy of AZD4547 in Patients With Relapsed/Refractory Glioma Positive for an FGFR Fusion",TARGET,False,False,False,DRUG
📘,bleu,pas de résultat ni de publication,NCT03454230,,,2018,Pilot Study for Evaluation of the Procedure Impact of Mobilization Adapted to Pressure Ulcer Risk for Patients in Intensive Care.,PROMESReaPilot,False,False,False,PROCEDURE
📘,bleu,pas de résultat ni de publication,NCT01613196,,,2018,Evaluation of Positron Emission Tomography in Extrapulmonary Tuberculosis,TUBOGTEP,False,False,False,OTHER
📕,rouge,résultat et / ou publication posté,NCT01072721,,,2018,Non Invasive Study of the Hepatic Fibrosis in Paediatrics by the Method of FIBROSCANN.,PEDISCAN,False,False,True,OTHER
📘,bleu,pas de résultat ni de publication,NCT02273804,,,2018,Topiramate and Severe Obesity in Children and Adolescents,TOBI,False,False,False,DRUG
📕,rouge,résultat et / ou publication posté,NCT02855320,,,2018,Efficiency of a Nurse-led Self-management Education Intervention in Promoting Safety Knowledge and Skills of Patients With Arthritis Treated Par Biologics,BIOSAFE,False,False,True,OTHER
📙,orange,résultat et / ou publication posté dans les 36 mois,NCT02570516,,,2018,Comparison of Colonoscopy With Virtual Chromoendoscopy Using 3rd Generation NBI System to Chromoendoscopy With Indigo Carmine in Lynch Patients.,LYNCH-CHROMO,False,True,True,PROCEDURE
📕,rouge,résultat et / ou publication posté,NCT02248376,,,2018,Non-stick Gel Applicated After Scraping Surgery for Natural Miscarriage and Uterine Synechiae Prevention,HYFACO,False,False,True,DRUG
📘,bleu,pas de résultat ni de publication,NCT02961868,,,2018,PROgression of FIbromuscular LEsions,PROFILE,False,False,False,GENETIC
📘,bleu,pas de résultat ni de publication,NCT02343237,,,2018,"A Multicenter, Randomized Study, Against Credible Factitious Intervention That Evaluates the Interest of Osteopathic Medicine in the Management of Fibromyalgia Syndrome",FIBROPATHIC,False,False,False,PROCEDURE
📗,vert,résultat et / ou publication posté dans les 12 mois,NCT01454232,,,2018,Modification of Human Gut Microbiota in Massive Obesity After Bariatric Surgery: the Role of Energetic Restriction,microbaria,True,True,True,OTHER
📕,rouge,résultat et / ou publication posté,NCT02746185,,,2018,Efficacy and Safety of Oral Rivaroxaban for the Treatment of Venous Thromboembolism in Patients With Active Cancer. A Pilot Study.,CASTA-DIVA,False,False,True,DRUG
📗,vert,résultat et / ou publication posté dans les 12 mois,NCT02057900,,,2018,Transplantation of Human Embryonic Stem Cell-derived CD15+ Isl-1+ Progenitors in Severe Heart Failure,ESCORT,True,True,True,BIOLOGICAL
📙,orange,résultat et / ou publication posté dans les 36 mois,NCT01360541,,,2018,Endoscopic Radiofrequency Ablation for Barrett Oesophagus With Low Grade Dysplasia: a Randomised Controlled Trial vs Endoscopic Surveillance,RF-DBG,False,True,True,PROCEDURE
📗,vert,résultat et / ou publication posté dans les 12 mois,NCT01315639,,,2018,Plasma Abeta Peptides and the Risk of Alzheimer's Disease. Diagnostic Performance and Predictive and Prognostic Values of Measurements of Plasma Amyloid Peptides Concentrations for the Diagnosis of Alzheimer's Disease,BALTAZAR,True,True,True,BIOLOGICAL
📕,rouge,résultat et / ou publication posté,NCT02404337,,,2018,Betaine METABOLISM OF PATIENTS With Homocystinuria,HCTBETAINE,False,False,True,DRUG
📕,rouge,résultat et / ou publication posté,NCT02892708,,,2018,Impact of Surgery on the Treatment of Supratentorial Malignant Gliomas in Subjects Aged 70 and Over,CSA,False,False,True,RADIATION
📙,orange,résultat et / ou publication posté dans les 36 mois,NCT02484274,,,2018,Iron Deficiency in Infants : Population-wide Study of the Protective Role of Toddler Milk Formula,CARMA,False,True,True,BIOLOGICAL
📗,vert,résultat et / ou publication posté dans les 12 mois,NCT02253212,,,2018,A Study to Evaluate the Safety of Transient Opening of the Blood-Brain Barrier by Low Intensity Pulsed Ultrasound With the SonoCloud Implantable Device in Patients With Recurrent Glioblastoma Before Chemotherapy Administration,SONOCLOUD,True,True,True,DEVICE
📘,bleu,pas de résultat ni de publication,,2014-001463-12,,2018,A phase III multi-centre double-blind placebo controlled study analysing the efficacity and safety of daily administration of a P2Y12 inhibitor (Clopidogrel) for the treatment of locally advanced or metastatic pancreatic cancer,PANCREADOGREL,False,False,False,
📕,rouge,résultat et / ou publication posté,NCT03062852,,,2018,Prévention Des Erreurs médicamenteuses liées Aux Interruptions de tâches Des Soignants Lors de la préparation et de l'Administration Des médicaments : Essai contrôlé randomisé Multicentrique en Clusters,PERMIS,False,False,True,DEVICE
📙,orange,résultat et / ou publication posté dans les 36 mois,NCT01862042,,,2018,Evaluation of Palliative and Supportive Care for Spinal Muscular Atrophy (SMA) Type 1 Patients,ASI1,False,True,True,OTHER
📘,bleu,pas de résultat ni de publication,NCT02505100,,,2018,Impact of Complementary Medicine Techniques (Therapeutic Touch and Hypno Analgesia) on the Term of Delivery of Patients Hospitalized for Preterm Labor (Hypnorelax),Hypnorelax,False,False,False,OTHER
📗,vert,résultat et / ou publication posté dans les 12 mois,NCT01331863,,,2018,Replacement of the Airways and/or the Pulmonary Vessels Using a Cryopreserved Arterial Allograft,TRACHBRONCAR,True,True,True,PROCEDURE
📘,bleu,pas de résultat ni de publication,,2014-002710-23,,2018,A pilot clinical trial of reverse transcriptase inhibitors in children with Aicardi-Goutières syndrome (AGS),AGS,False,False,False,
📘,bleu,pas de résultat ni de publication,,2011-006193-36,,2018,Topiramate et obésité sévère de l'enfant et de l'adolescent,TOBI,False,False,False,
📘,bleu,pas de résultat ni de publication,NCT03487237,,,2018,Prevalence of Pulmonary Embolism in Emergency Department Patients With Isolated Syncope,PEEPS,False,False,False,BIOLOGICAL
📗,vert,résultat et / ou publication posté dans les 12 mois,NCT02363452,,,2018,A Pilot Clinical Trial of Reverse Transcriptase Inhibitors in Children With Aicardi-Goutières Syndrome (AGS),RTIs in AGS,True,True,True,DRUG
📘,bleu,pas de résultat ni de publication,,2010-023971-25,,2019,Essai randomisé de phase II d’évaluation immunologique d’une stratégie vaccinale de « prime-boost »  anti-pneumococcique associant un vaccin conjugué (Prevenar) et le vaccin polysaccharidique (Pneumo23) chez des patients adultes drépanocytaires,DREVAC,False,False,False,
📕,rouge,résultat et / ou publication posté,,2017-001446-10,,2019,"NA 
 
 
 Induction et consolidation à base d'elotuzumab avant et après autogreffe de cellules souches périphériques chez des patients âgés atteints de myélome",IFM2016-03,False,False,True,
📙,orange,résultat et / ou publication posté dans les 36 mois,NCT02390596,,,2019,"A Phase IIa Multicenter Trial to Assess the Efficacy, and Safety of Anakinra in Patients With Intravenous Immunoglobulin-resistant Kawasaki Disease",KAWAKINRA,False,True,True,DRUG
📗,vert,résultat et / ou publication posté dans les 12 mois,NCT03683212,,,2019,Early and Comprehensive Care Bundle in Elderly for Acute Heart Failure: a Stepped Wedge Cluster Randomized Trial,ELISABETH,True,True,True,PROCEDURE
📘,bleu,pas de résultat ni de publication,NCT03396146,,,2019,Assay for the Pancreatic Polypeptide: an Help for Clinical Practice Guidelines in Classification of the Diabetes,DIAPP,False,False,False,OTHER
📗,vert,résultat et / ou publication posté dans les 12 mois,NCT03154385,,,2019,RITUX-PLUS. A Prospective Open Trial to Assess the Efficacy and Safety of a Treatment Combining Rituximab and Belimumab in Adults With Persistent Immune Thrombocytopenia.,RITUX PLUS,True,True,True,DRUG
📘,bleu,pas de résultat ni de publication,NCT02539771,,,2019,Sleep Study in Adult Patients With Major Sickle Cell Disease With Paroxysmal Nocturnal Events,DREPASOM,False,False,False,OTHER
📗,vert,résultat et / ou publication posté dans les 12 mois,NCT02789982,,,2019,Using Reconsolidation Blockade to Treat Trauma Related Disorders After Paris Attacks: an Effectiveness Study,PARIS-MEM,True,True,True,BEHAVIORAL
📗,vert,résultat et / ou publication posté dans les 12 mois,NCT03273322,,,2019,Assessment of Dual Antiplatelet Therapy Versus Rivaroxaban In Atrial Fibrillation Patients Treated With Left Atrial Appendage Closure: The Randomized ADRIFT Study,ADRIFT,True,True,True,DRUG
📘,bleu,pas de résultat ni de publication,,2014-003484-38,,2019,"Essai randomisé versus placebo, en double aveugle, de l'efficacité d'un anticorps humanisé dirigé contre le récepteur soluble de l'IL6 (tocilizumab) chez des patients souffrant d'une arthrose digitale invalidante et réfractaire aux traitements usuels",TIDOA,False,False,False,
📘,bleu,pas de résultat ni de publication,NCT02127437,,,2019,Lanreotide In Polycystic Kidney Disease Study,LIPS,False,False,False,DRUG
📘,bleu,pas de résultat ni de publication,NCT03591822,,,2019,Prevention of Care-induced Pain in Elderly Persons With Cognitive Impairments and Living in EHPAD : Systematic Evaluation and Mediation With the PARO Robot.,PARODOL,False,False,False,BEHAVIORAL
📘,bleu,pas de résultat ni de publication,,2013-001647-32,,2019,"Essai randomisé contre placebo, multicentrique, de non-infériorité comparant l’efficacité d’un traitement antibiotique court de 14 jours versus 21 jours dans les prostatites aiguës non nosocomiales, à germes sensibles aux fluoroquinolones - PROSTASHORT",PROSTASHORT,False,False,False,
📘,bleu,pas de résultat ni de publication,NCT02648581,,,2019,"A Phase 2 Open-Label Study to Evaluate the Efficacy and Safety of Ustekinumab, a Human Monoclonal Anti-IL-12/IL-23 Antibody, in Patients With Behçet Disease",STELABEC,False,False,False,DRUG
📘,bleu,pas de résultat ni de publication,NCT02948322,,,2019,Cardiac Structure and Function in Acromegalic Patients: A Cardiac Magnetic Resonance Imaging Study,ACROCOEUR,False,False,False,PROCEDURE
📗,vert,résultat et / ou publication posté dans les 12 mois,NCT01252875,,,2019,"EVALUATION OF TWO SECONDARY CARE STRATEGIES AFTER STROKE OR TRANSIENT ISCHEMIC ATTACK (TIA): ACHEIVED TARGET LDL-C TO 100 mg/dL (+/- 10,mg/dL) OR LESS THAN 70 mg/dL.",TST,True,True,True,PROCEDURE
📘,bleu,pas de résultat ni de publication,NCT02906657,,,2019,"Development of Medication Reconciliation Using Electronic Pharmaceutical Record: a National Multicenter, Cluster-randomized, Two-period Crossover Study in Elderly Hospitalized in Geriatrics, Internal Medicine and Orthopedic Surgery",CONCIPAGE,False,False,False,OTHER
📙,orange,résultat et / ou publication posté dans les 36 mois,NCT02010281,,,2019,Long-term Efficacy of Repetitive Transcranial Magnetic Stimulation (rTMS) of the Motor or Prefrontal Cortex in Peripheral Neuropathic Pain: a Multicenter Randomized Placebo Controlled Trial,TRANSNEP,False,True,True,DEVICE
📘,bleu,pas de résultat ni de publication,NCT02400541,,,2019,Prospective Evaluation of Neuropsychological and Clinical Impact of Cognitive Remediation Program Among Children and Adolescents Treated for Anorexia Nervosa,RECOGAMEA,False,False,False,BEHAVIORAL
📘,bleu,pas de résultat ni de publication,NCT03250728,,,2019,Role of the Endothelium in Stroke-like Episode Among CDG Patients,PECDG,False,False,False,BIOLOGICAL
📕,rouge,résultat et / ou publication posté,NCT03560648,,,2019,"Innovative Device for the Evaluation of the ""Motor Functional Age"": How Old is Your Muscle?",CHRONOS,False,False,True,DEVICE
📘,bleu,pas de résultat ni de publication,,2013-002631-19,,2019,Essai pilote multicentrique évaluant l’immunogénicité d’une stratégie vaccinale anti-pneumococcique innovante chez des adultes splénectomisés - SPLENEVAC,SPLENEVAC,False,False,False,
📘,bleu,pas de résultat ni de publication,NCT03703011,,,2019,"Accelerometers' Validity in Counting Number of Steps in the Elderly Subjects Before Discharge From Rehabilitation Units, Having Reached Their Maximal Walking Ability After Physiotherapy. Comparison of the Accuracy of 3 Accelerometer Positions: Wrist, Ankle, Hip",VAPODAGE,False,False,False,DEVICE
📘,bleu,pas de résultat ni de publication,NCT02052154,,,2019,Multicenter Pilot Study Evaluating the Immunogenicity of an Innovative Pneumococcal Vaccination Strategy in Splenectomized Adults,SPLENEVAC,False,False,False,BIOLOGICAL
📘,bleu,pas de résultat ni de publication,NCT02274415,,,2019,Study of the Immunogenicity of a Prime Boost Vaccination Strategy Combining Conjugated Anti-pneumococcal and Polysaccharide Anti-pneumococcal Vaccine Compared to Polysaccharide Anti -Pneumococcal Vaccine Alone in Patients With Sickle Cells Disease,DREVAC,False,False,False,BIOLOGICAL
📙,orange,résultat et / ou publication posté dans les 36 mois,,2014-002590-10,,2019,"Effect of bronchodilators on effort induced dyspnoea in patients suffering  lung hypertension 
 
 
 Effets des bronchodilatateurs sur la dyspnée induite par l’effort physique chez les patients atteints d’HyperTension Artérielle Pulmonaire (HTAP)",BD-HTAP,False,True,True,
📘,bleu,pas de résultat ni de publication,,2015-000492-27,,2019,Intérêt du cyclophosphamide associé aux corticostéroïdes dans le traitement des EXcerbations Aiguës de FIbrose Pulmonaire idiopathique - un essai randomisé,EXAFIP,False,False,False,
📘,bleu,pas de résultat ni de publication,NCT02477059,,,2019,"Double-blind, Randomized, Placebo-controlled Trial Evaluating the Effect of Two Infusions Four Weeks Apart of Interleukin-6-Receptor Inhibitor (Tocilizumab) on Pain Relief in Patients With Severe Osteoarthritis of the Hand Refractory to Usual Treatment",TIDOA,False,False,False,DRUG
📘,bleu,pas de résultat ni de publication,NCT02059551,,,2019,Diagnostic Performances of Magnetic Resonance Imaging Combined With Venous Ultrasonography of the Legs for Pulmonary Embolism,IRM-EP2,False,False,False,PROCEDURE
📙,orange,résultat et / ou publication posté dans les 36 mois,NCT02678533,,,2019,Pilot Study Assessing the Feasibility of CD34+ Cells Mobilization and Collection After Treatment With G-CSF and Plerixafor in Patients With Fanconi Anemia for Subsequent Treatment by Gene Therapy,FancoMob,False,True,True,DRUG
📘,bleu,pas de résultat ni de publication,NCT02672020,,,2019,"The COMETE Network, Towards an Easy-to-use Adrenal Cancer/Tumor Identity Card",COMETETACTIC,False,False,False,BIOLOGICAL
📘,bleu,pas de résultat ni de publication,NCT02560454,,,2019,Cognitive Training in Children With Attention Deficit Hyperactivity Disorder (ADHD),TDAHEC2,False,False,False,BEHAVIORAL
📙,orange,résultat et / ou publication posté dans les 36 mois,NCT02101333,2013-005039-26,,2019,Efficacy and Tolerance of First-line Treatment With Tocilizumab in Active Takayasu Arteritis French Prospective Multicenter Study,TOCITAKA,False,True,True,DRUG
📘,bleu,pas de résultat ni de publication,NCT02042716,,,2019,Added Value of Supersonic Shear Imaging in the Diagnosis of White Matter Damage in Preterm Infants,BELUGA,False,False,False,OTHER
📘,bleu,pas de résultat ni de publication,NCT03486249,,,2019,Interaction Between Diaphragm and Cardiac Function During Weaning From Mechanical Ventilation,I-DISCO,False,False,False,OTHER
📘,bleu,pas de résultat ni de publication,NCT02117453,,,2019,"Multicenter, Prospective, Randomized, Controlled, Double-blind Trial on the Impact of Rosuvastatin on Subclinical Markers of Atherosclerosis in Patients With Primary Necrotizing Vasculitides",STATVAS,False,False,False,DRUG
📘,bleu,pas de résultat ni de publication,NCT03023345,,,2019,Evaluation of the Feasibility and Tolerance of Trans-rectal Focal Microwave Ablation of the Index Tumor in Patients With Low-risk Prostate Cancer,FOSTINE,False,False,False,DEVICE
📗,vert,résultat et / ou publication posté dans les 12 mois,NCT01916044,,,2019,Evaluation of the Efficiency of the Ultrasound Measure of the Thickness of the Lower Segment Associated With a Rule of Decision to Reduce the Foetal and Maternal Morbidity and Mortality in the Care of the Deliveries of the Women Having a History of Caesarian: a Pragmatic Randomized Trial : Lustrial,,True,True,True,OTHER
📘,bleu,pas de résultat ni de publication,NCT03919279,,,2019,Transcutaneous Auricular Vagus Nerve Stimulation in Erosive Hand Osteoarthritis,ADEPT,False,False,False,DEVICE
📗,vert,résultat et / ou publication posté dans les 12 mois,NCT03147807,,,2019,"BetaLACTA® Test-guided Early De-escalation of Empirical Carbapenems in Pulmonary, Urinary and Bloodstream Infections Diagnosed in Intensive Care Unit - BLUE¬-CarbA Study",BLUE-CarbA,True,True,True,DEVICE
